episode,steps,result,boss_hp_remaining,boss_hp_damaged,boss_hp_damaged_pct,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_dealer,damage_tank,damage_healer,damage_support,damage_total,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
1,159,WIPE,975,825,45.83,0.5417,1,154.434,364.95,-0.118,395.362,68.059,360,45,180,240,825,445,2,2,1,0,1,1.0
2,145,WIPE,1542,258,14.33,0.8567,0,-241.647,2.37,-409.68,-23.49,-291.77,81,108,48,21,258,160,4,0,0,0,0,1.3
3,167,VICTORY,0,1800,100.0,0.0,2,680.878,2.09,714.223,657.443,670.969,201,336,456,807,1800,115,5,1,0,1,0,1.5
4,300,TIMEOUT,1272,528,29.33,0.7067,0,-932.89,9.92,-487.37,-1127.45,-1183.85,240,222,0,66,528,615,10,0,0,0,0,2.1
5,300,TIMEOUT,1287,513,28.5,0.715,0,-738.347,-29.85,-531.09,-1024.55,-659.4,81,45,99,288,513,580,7,0,0,0,0,2.6
6,135,VICTORY,0,1800,100.0,0.0,2,1255.326,1017.25,1254.158,1200.69,1311.129,282,237,441,840,1800,131,4,2,0,1,0,2.8
7,88,VICTORY,0,1800,100.0,0.0,2,1025.719,931.427,950.391,1036.063,1090.704,801,66,276,657,1800,0,2,1,0,0,0,2.9
8,121,WIPE,1047,753,41.83,0.5817,1,120.24,242.55,104.74,167.539,88.44,282,156,186,129,753,190,4,1,0,0,2,3.1
9,72,VICTORY,0,1800,100.0,0.0,2,1033.562,946.26,1016.34,1053.121,1031.226,795,111,282,612,1800,45,1,0,0,0,0,3.2
10,300,TIMEOUT,1284,516,28.67,0.7133,0,-768.137,-21.54,-557.36,-515.9,-1231.15,198,177,96,45,516,474,4,0,0,0,0,3.7
11,171,WIPE,354,1446,80.33,0.1967,2,384.875,422.781,406.528,414.68,333.416,543,315,228,360,1446,145,2,3,0,1,2,4.2
12,88,VICTORY,0,1800,100.0,0.0,2,1019.049,977.89,984.781,1012.127,1060.238,837,90,291,582,1800,0,1,0,0,0,0,4.3
13,197,WIPE,525,1275,70.83,0.2917,2,-45.995,-18.95,-288.915,126.705,24.225,279,78,228,690,1275,100,1,2,0,0,1,4.7
14,266,WIPE,1515,285,15.83,0.8417,0,-840.583,-72.89,-368.77,-1019.9,-1133.08,81,129,30,45,285,380,0,0,0,0,0,5.2
15,300,TIMEOUT,1460,340,18.89,0.8111,0,-729.657,-55.61,-364.37,-1010.55,-814.05,187,78,9,66,340,685,5,0,0,0,0,5.7
16,145,VICTORY,0,1800,100.0,0.0,2,585.932,-1.07,440.883,619.114,697.799,279,66,510,945,1800,160,4,0,0,0,1,5.9
17,300,TIMEOUT,1305,495,27.5,0.725,0,-703.673,-7.59,-278.9,-1379.9,-452.22,279,63,0,153,495,475,5,0,0,0,0,6.6
18,155,VICTORY,0,1800,100.0,0.0,2,497.854,53.83,779.567,475.907,238.089,399,636,213,552,1800,160,0,0,0,0,1,6.9
19,300,TIMEOUT,1539,261,14.5,0.855,0,-788.07,-50.16,-334.41,-795.7,-1234.1,162,81,18,0,261,430,3,0,0,0,0,7.5
20,300,TIMEOUT,1350,450,25.0,0.75,0,-725.287,-22.57,-543.31,-513.5,-1119.05,159,270,21,0,450,684,5,0,0,0,0,8.3
21,233,WIPE,997,803,44.61,0.5539,1,-454.478,-40.22,-698.516,-500.628,-164.29,0,416,234,153,803,427,2,2,0,0,2,8.6
