episode,steps,result,boss_hp_remaining,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_tank,damage_healer,damage_support,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
28,45,WIPE,1860,0.744,0,-192.59,-135.57,-198.07,-190.68,-189.02,72,35,108,40,4,0,0,0,0,4.8
29,44,WIPE,2238,0.8952,0,-205.8,-203.14,-214.59,-200.27,-202.54,39,68,88,40,5,0,0,0,0,4.9
30,51,WIPE,2374,0.9496,0,-206.187,-214.46,-191.61,-212.09,-214.86,48,24,54,0,3,0,0,0,0,5.1
31,40,WIPE,1976,0.7904,0,-196.747,-140.7,-175.2,-206.44,-208.6,93,0,0,0,3,0,0,0,0,5.2
32,58,WIPE,2307,0.9228,0,-195.847,-210.92,-171.02,-209.4,-207.12,78,7,108,0,3,0,0,0,0,5.3
33,37,WIPE,2054,0.8216,0,-196.58,-173.39,-188.84,-202.71,-198.19,105,17,91,0,1,0,0,0,0,5.4
34,58,WIPE,1899,0.7596,0,-184.053,-140.89,-163.74,-192.53,-195.89,102,17,54,0,5,0,0,0,0,5.6
35,49,WIPE,1727,0.6908,1,-164.22,-116.13,-154.03,-167.8,-170.83,141,79,128,0,4,0,0,0,1,5.7
36,51,WIPE,2370,0.948,0,-216.05,-206.19,-216.69,-213.27,-218.19,39,7,17,0,1,0,0,0,0,5.8
37,55,WIPE,1700,0.68,1,-146.597,-100.22,-135.57,-155.7,-148.52,126,58,159,35,2,0,0,0,0,6.0
38,42,WIPE,1848,0.7392,0,-185.65,-135.26,-177.41,-193.58,-185.96,75,24,128,0,3,0,0,0,0,6.1
39,59,WIPE,2219,0.8876,0,-186.063,-210.51,-159.71,-205.37,-193.11,156,0,125,0,4,0,0,0,0,6.3
40,50,WIPE,1925,0.77,0,-179.88,-168.52,-157.77,-194.95,-186.92,209,31,105,0,4,0,0,0,0,6.4
41,36,WIPE,2194,0.8776,0,-196.85,-203.09,-191.19,-199.47,-199.89,114,34,91,80,2,0,0,0,0,6.5
42,52,WIPE,2018,0.8072,0,-189.237,-168.13,-181.18,-201.4,-185.13,78,14,128,0,6,0,0,0,0,6.7
43,43,WIPE,2273,0.9092,0,-206.49,-189.56,-200.21,-204.55,-214.71,54,7,0,80,3,0,0,0,0,6.8
44,57,WIPE,1826,0.7304,0,-175.263,-164.94,-180.14,-183.31,-162.34,81,130,233,0,7,0,0,0,0,7.0
45,49,WIPE,2338,0.9352,0,-202.03,-213.51,-194.86,-205.97,-205.26,54,34,74,40,4,0,0,0,0,7.2
46,43,WIPE,2179,0.8716,0,-193.77,-202.09,-182.69,-206.78,-191.84,109,17,128,0,5,0,0,0,0,7.3
47,56,WIPE,2047,0.8188,0,-179.543,-190.31,-154.76,-187.06,-196.81,201,89,54,80,1,0,0,0,0,7.5
48,47,WIPE,1819,0.7276,0,-177.153,-144.25,-166.35,-192.41,-172.7,93,34,196,0,4,0,0,0,0,7.6
49,48,WIPE,1986,0.7944,0,-183.21,-167.85,-169.45,-199.58,-180.6,102,0,182,0,3,0,0,0,0,7.7
50,50,WIPE,2274,0.9096,0,-204.263,-203.72,-199.47,-201.75,-211.57,105,17,37,40,5,0,0,0,0,7.8
51,42,WIPE,2273,0.9092,0,-206.277,-202.67,-197.52,-205.54,-215.77,120,40,0,0,2,0,0,0,0,8.0
52,48,WIPE,1740,0.696,1,-164.467,-98.27,-145.57,-171.36,-176.47,93,34,74,40,3,0,0,0,1,8.1
53,76,WIPE,2085,0.834,0,-180.43,-190.69,-145.59,-195.61,-200.09,120,51,145,0,4,0,0,0,0,8.3
54,51,WIPE,2170,0.868,0,-187.553,-216.32,-182.87,-206.92,-172.87,66,31,233,0,6,0,0,0,0,8.4
55,38,WIPE,1843,0.7372,0,-183.223,-140.61,-164.51,-197.75,-187.41,156,17,91,0,1,0,0,0,0,8.6
56,46,WIPE,2102,0.8408,0,-194.5,-188.25,-189.95,-202.8,-190.75,78,41,145,0,2,0,0,0,0,8.7
57,61,WIPE,2288,0.9152,0,-197.693,-202.66,-183.81,-199.46,-209.81,63,48,34,0,1,0,0,0,0,8.8
58,39,WIPE,1510,0.604,1,-149.523,-84.22,-134.62,-146.38,-167.57,171,106,125,80,3,0,0,0,1,9.0
59,47,WIPE,1922,0.7688,0,-183.653,-169.08,-192.78,-193.2,-164.98,54,41,253,0,8,0,0,0,0,9.1
60,59,WIPE,2021,0.8084,0,-183.25,-183.89,-163.44,-193.87,-192.44,138,65,145,40,2,0,0,0,0,9.3
61,42,WIPE,2104,0.8416,0,-187.11,-199.24,-164.89,-200.15,-196.29,180,41,108,0,3,0,0,0,0,9.4
62,35,WIPE,1759,0.7036,0,-184.383,-130.84,-180.74,-194.72,-177.69,105,17,162,0,1,0,0,0,0,9.5
63,41,WIPE,2130,0.852,0,-194.313,-190.48,-185.68,-203.83,-193.43,66,31,142,0,0,0,0,0,0,9.6
64,51,WIPE,1994,0.7976,0,-188.47,-153.51,-157.46,-196.99,-210.96,132,31,17,0,0,0,0,0,0,9.7
65,28,WIPE,1752,0.7008,0,-188.137,-125.24,-185.54,-188.93,-189.94,117,41,91,30,3,0,0,0,0,9.9
66,35,WIPE,2269,0.9076,0,-202.523,-204.78,-193.78,-210.26,-203.53,90,0,74,0,3,0,0,0,0,9.9
67,42,WIPE,1569,0.6276,1,-163.153,-81.44,-157.19,-161.93,-170.34,144,58,71,40,3,0,0,0,1,10.1
68,35,WIPE,2400,0.96,0,-209.99,-217.28,-195.98,-215.96,-218.03,63,0,37,0,1,0,0,0,0,10.2
69,60,WIPE,2369,0.9476,0,-202.033,-217.0,-178.25,-201.6,-226.25,90,41,0,40,4,0,0,0,0,10.3
70,34,WIPE,2371,0.9484,0,-209.387,-218.45,-198.8,-214.21,-215.15,78,17,34,0,1,0,0,0,0,10.4
71,60,WIPE,2277,0.9108,0,-203.69,-206.53,-200.23,-194.71,-216.13,60,59,37,80,3,0,0,0,0,10.6
72,49,WIPE,1723,0.6892,1,-177.473,-89.71,-168.41,-182.4,-181.61,87,17,54,40,6,0,1,0,0,10.8
73,38,WIPE,2047,0.8188,0,-179.74,-206.21,-165.56,-198.75,-174.91,179,41,233,40,6,0,0,0,0,10.9
74,51,WIPE,2007,0.8028,0,-191.72,-164.03,-176.03,-196.6,-202.53,135,41,34,0,4,0,0,0,0,11.0
75,35,WIPE,1971,0.7884,0,-183.54,-174.78,-170.28,-196.26,-184.08,114,55,162,0,4,0,0,0,0,11.1
76,39,WIPE,2199,0.8796,0,-198.107,-201.99,-181.29,-204.39,-208.64,156,41,37,0,1,0,0,0,0,11.3
77,49,WIPE,2268,0.9072,0,-196.46,-214.24,-193.79,-202.5,-193.09,36,31,165,30,2,0,0,0,0,11.4
78,47,WIPE,2000,0.8,0,-181.893,-178.37,-162.62,-199.44,-183.62,148,24,162,0,5,0,0,0,0,11.6
79,41,WIPE,2100,0.84,0,-192.803,-195.32,-189.42,-200.52,-188.47,105,34,162,0,1,0,0,0,0,11.7
80,40,WIPE,2350,0.94,0,-203.08,-220.17,-187.32,-209.8,-212.12,82,31,37,0,3,0,0,0,0,11.8
81,42,WIPE,2051,0.8204,0,-192.673,-166.2,-181.35,-192.42,-204.25,102,48,37,40,1,0,0,0,0,11.9
82,60,WIPE,2198,0.8792,0,-197.087,-209.22,-190.82,-202.82,-197.62,153,24,125,0,2,0,0,0,0,12.0
83,52,WIPE,2039,0.8156,0,-191.973,-174.5,-190.95,-194.87,-190.1,114,41,108,0,3,0,0,0,0,12.2
84,49,WIPE,2127,0.8508,0,-199.617,-201.73,-208.43,-193.69,-196.73,153,45,108,30,1,0,0,0,0,12.3
85,46,WIPE,1870,0.748,0,-172.37,-175.01,-173.41,-177.24,-166.46,93,81,290,80,4,0,0,0,0,12.5
86,63,WIPE,2156,0.8624,0,-178.7,-210.85,-156.5,-192.5,-187.1,117,45,182,40,6,0,0,0,0,12.6
87,60,WIPE,2136,0.8544,0,-183.187,-197.96,-157.21,-191.19,-201.16,172,54,71,40,2,0,0,0,0,12.8
88,45,WIPE,1877,0.7508,0,-178.95,-163.13,-163.43,-185.74,-187.68,153,103,105,0,4,0,0,0,0,12.9
89,43,WIPE,1594,0.6376,1,-149.787,-117.38,-142.53,-165.45,-141.38,180,31,267,80,3,0,0,0,1,13.1
90,46,WIPE,1985,0.794,0,-183.457,-180.37,-171.67,-195.88,-182.82,129,41,182,0,3,0,0,0,0,13.2
91,37,WIPE,1664,0.6656,1,-183.73,-67.14,-179.09,-177.11,-194.99,51,31,0,24,2,0,0,0,1,13.3
92,43,WIPE,2031,0.8124,0,-193.497,-173.9,-195.55,-189.94,-195.0,117,48,71,40,2,0,0,0,0,13.4
93,63,WIPE,1754,0.7016,0,-175.047,-131.97,-160.17,-186.25,-178.72,165,31,125,0,3,0,0,0,0,13.6
94,41,WIPE,1958,0.7832,0,-181.88,-180.23,-168.13,-198.03,-179.48,159,27,193,0,2,0,0,0,0,13.8
95,63,WIPE,2221,0.8884,0,-190.16,-199.97,-182.52,-171.94,-216.02,75,137,0,160,0,0,0,0,0,13.9
96,54,WIPE,1974,0.7896,0,-182.36,-189.35,-167.55,-200.58,-178.95,183,48,196,0,1,0,0,0,0,14.1
97,40,WIPE,2128,0.8512,0,-197.36,-183.3,-183.6,-201.98,-206.5,141,31,37,0,2,0,0,0,0,14.2
98,40,WIPE,2483,0.9932,0,-233.04,-220.68,-252.93,-215.36,-230.83,0,17,0,0,1,0,0,0,0,14.3
99,55,WIPE,1107,0.4428,1,-155.8,-37.98,-139.88,-173.89,-153.63,220,31,193,0,3,0,2,0,0,14.5
100,59,WIPE,2088,0.8352,0,-191.17,-174.95,-186.25,-200.16,-187.1,51,7,156,0,0,0,0,0,0,14.7
101,64,WIPE,2217,0.8868,0,-190.543,-220.15,-168.75,-202.18,-200.7,147,45,91,0,2,0,0,0,0,14.8
102,65,WIPE,1837,0.7348,0,-174.65,-158.95,-150.0,-182.2,-191.75,204,89,108,0,0,0,0,0,0,15.1
103,41,WIPE,2017,0.8068,0,-184.773,-200.13,-187.48,-190.16,-176.68,99,90,227,0,1,0,0,0,0,15.2
104,55,WIPE,2258,0.9032,0,-191.36,-212.35,-174.7,-198.98,-200.4,99,55,88,0,1,0,0,0,0,15.4
105,58,WIPE,1596,0.6384,1,-142.68,-62.05,-120.9,-151.19,-155.95,177,21,54,40,1,0,0,0,0,15.5
106,46,WIPE,2236,0.8944,0,-199.003,-213.6,-188.2,-203.61,-205.2,165,31,68,40,1,0,0,0,0,15.7
107,46,WIPE,2207,0.8828,0,-190.357,-209.84,-176.84,-197.54,-196.69,123,45,125,40,0,0,0,0,0,15.8
108,50,WIPE,1732,0.6928,1,-164.77,-119.68,-152.43,-174.25,-167.63,144,42,125,35,1,0,0,0,1,16.0
109,53,WIPE,2057,0.8228,0,-180.947,-207.54,-171.64,-197.91,-173.29,162,31,250,0,1,0,0,0,0,16.1
110,69,WIPE,2055,0.822,0,-178.263,-177.96,-165.76,-170.62,-198.41,75,156,51,90,2,0,0,0,0,16.3
111,59,WIPE,2185,0.874,0,-185.397,-209.31,-161.61,-192.62,-201.96,189,35,91,40,2,0,0,0,0,16.5
112,41,WIPE,2063,0.8252,0,-183.403,-197.16,-171.56,-196.99,-181.66,111,55,204,0,2,0,0,0,0,16.6
113,69,WIPE,1881,0.7524,0,-162.833,-191.65,-118.1,-187.35,-183.05,306,38,176,40,1,0,0,0,0,16.8
114,69,WIPE,2157,0.8628,0,-181.83,-205.14,-149.69,-192.71,-203.09,159,76,108,0,0,0,0,0,0,17.0
115,36,WIPE,2025,0.81,0,-187.38,-187.83,-169.88,-199.63,-192.63,174,31,139,0,1,0,0,0,0,17.1
116,49,WIPE,2086,0.8344,0,-192.73,-176.11,-178.11,-192.92,-207.16,150,52,17,40,0,0,0,0,0,17.2
117,66,WIPE,2163,0.8652,0,-196.937,-190.48,-184.73,-203.35,-202.73,102,30,71,0,3,0,0,0,0,17.4
118,50,WIPE,2118,0.8472,0,-189.7,-199.29,-179.04,-193.52,-196.54,114,110,91,0,4,0,0,0,0,17.6
119,43,WIPE,1985,0.794,0,-191.8,-168.27,-182.52,-194.26,-198.62,138,65,51,0,3,0,0,0,0,17.7
120,41,WIPE,2231,0.8924,0,-197.247,-214.04,-186.54,-204.11,-201.09,78,52,139,0,0,0,0,0,0,17.8
121,58,WIPE,2110,0.844,0,-191.76,-197.38,-192.18,-182.87,-200.23,141,114,68,40,0,0,0,0,0,18.0
122,54,WIPE,1786,0.7144,0,-167.947,-172.82,-162.42,-190.55,-150.87,132,35,352,0,1,0,0,0,0,18.2
123,66,WIPE,2065,0.826,0,-180.96,-206.39,-163.04,-194.5,-185.34,189,87,159,0,1,0,0,0,0,18.3
124,70,WIPE,2265,0.906,0,-186.213,-210.52,-153.77,-197.8,-207.07,156,45,34,35,3,0,0,0,0,18.5
125,30,WIPE,2150,0.86,0,-188.2,-210.09,-181.39,-191.62,-191.59,135,93,122,40,5,0,0,0,0,18.6
126,57,WIPE,2020,0.808,0,-186.11,-179.47,-178.57,-196.59,-183.17,114,41,159,0,1,0,0,0,0,18.8
127,63,WIPE,1888,0.7552,0,-179.997,-161.15,-162.95,-188.44,-188.6,207,38,105,0,2,0,0,0,0,19.0
128,50,WIPE,2230,0.892,0,-190.467,-209.84,-169.84,-196.22,-205.34,192,24,54,70,2,0,0,0,0,19.2
129,35,WIPE,1744,0.6976,1,-169.283,-118.79,-161.79,-174.97,-171.09,99,69,128,40,2,0,1,0,0,19.3
130,33,WIPE,1729,0.6916,1,-168.477,-125.64,-165.94,-171.4,-168.09,102,65,179,80,2,0,0,0,1,19.4
131,55,WIPE,1917,0.7668,0,-164.683,-199.87,-139.82,-178.36,-175.87,270,100,213,40,1,0,0,0,0,19.5
132,52,WIPE,2071,0.8284,0,-182.55,-195.06,-165.61,-189.73,-192.31,168,69,125,40,1,0,0,0,0,19.7
133,55,WIPE,1682,0.6728,1,-139.627,-109.45,-115.85,-157.93,-145.1,180,69,179,0,1,0,0,0,0,19.9
134,44,WIPE,1817,0.7268,0,-183.11,-139.09,-178.54,-193.8,-176.99,90,24,176,0,0,0,0,0,0,20.0
135,49,WIPE,1703,0.6812,1,-150.583,-94.88,-125.73,-162.49,-163.53,237,14,54,0,0,0,0,0,0,20.1
136,38,WIPE,1788,0.7152,0,-173.603,-160.83,-161.48,-191.75,-167.58,165,38,247,0,1,0,0,0,0,20.2
137,51,WIPE,1962,0.7848,0,-185.773,-166.87,-177.67,-195.48,-184.17,90,76,142,0,1,0,0,0,0,20.4
138,57,WIPE,2104,0.8416,0,-183.527,-206.96,-160.96,-195.76,-193.86,219,69,108,65,0,0,0,0,0,20.5
139,43,WIPE,1923,0.7692,0,-188.283,-151.93,-189.58,-179.39,-195.88,78,96,74,80,1,0,0,0,0,20.7
140,36,WIPE,1987,0.7948,0,-182.2,-184.55,-176.05,-188.55,-182.0,87,65,230,40,0,0,0,0,0,20.7
141,56,WIPE,1804,0.7216,0,-163.023,-190.91,-157.06,-157.4,-174.61,234,147,216,160,2,0,0,0,0,20.9
142,41,WIPE,1972,0.7888,0,-186.683,-164.0,-161.6,-195.7,-202.75,171,41,54,0,3,0,0,0,0,21.0
143,49,WIPE,1853,0.7412,0,-168.137,-179.15,-142.65,-180.36,-181.4,234,103,179,40,1,0,0,0,0,21.2
144,53,WIPE,1889,0.7556,0,-176.663,-171.19,-156.94,-192.06,-180.99,216,38,159,0,2,0,0,0,0,21.3
145,30,WIPE,1963,0.7852,0,-192.2,-160.03,-184.43,-198.94,-193.23,90,45,108,0,1,0,0,0,0,21.4
146,77,WIPE,2060,0.824,0,-172.12,-201.57,-148.67,-190.52,-177.17,183,41,216,0,2,0,0,0,0,21.6
147,57,WIPE,2090,0.836,0,-187.0,-176.77,-160.77,-199.96,-200.27,141,17,54,0,2,0,0,0,0,21.8
148,42,WIPE,2306,0.9224,0,-199.04,-217.89,-179.99,-198.49,-218.64,105,55,34,40,1,0,0,0,0,21.9
149,63,WIPE,1583,0.6332,1,-132.623,-108.76,-103.91,-146.55,-147.41,237,96,156,40,4,1,0,0,1,22.1
150,59,WIPE,1467,0.5868,1,-137.12,-80.42,-114.97,-149.77,-146.62,183,100,162,0,2,1,0,0,1,22.2
151,42,WIPE,2038,0.8152,0,-181.55,-208.96,-157.91,-198.83,-187.91,228,55,179,0,0,0,0,0,0,22.4
152,53,WIPE,1685,0.674,1,-155.28,-116.84,-140.84,-165.61,-159.39,141,24,193,80,2,0,0,0,1,22.5
153,50,WIPE,2360,0.944,0,-206.137,-216.48,-182.23,-210.95,-225.23,126,14,0,0,1,0,0,0,0,22.7
154,48,WIPE,1813,0.7252,0,-178.743,-124.46,-156.76,-187.36,-192.11,102,42,54,0,1,0,0,0,0,22.8
155,48,WIPE,1769,0.7076,0,-179.57,-121.84,-166.94,-188.73,-183.04,90,41,108,0,2,0,0,0,0,23.0
156,42,WIPE,2104,0.8416,0,-187.683,-199.19,-166.24,-203.27,-193.54,180,24,125,0,2,0,0,0,0,23.1
157,50,WIPE,1997,0.7988,0,-176.317,-192.64,-163.54,-185.07,-180.34,183,48,173,70,3,0,0,0,0,23.3
158,46,WIPE,2102,0.8408,0,-189.717,-189.31,-172.41,-201.38,-195.36,132,24,108,0,3,0,0,0,0,23.4
159,35,WIPE,2061,0.8244,0,-195.653,-192.37,-187.32,-202.42,-197.22,195,34,111,0,1,0,0,0,0,23.5
160,46,WIPE,2172,0.8688,0,-199.38,-198.87,-193.27,-202.4,-202.47,129,41,91,35,1,0,0,0,0,23.6
161,42,WIPE,1962,0.7848,0,-188.49,-162.71,-165.91,-197.8,-201.76,183,24,37,0,0,0,0,0,0,23.7
162,34,WIPE,2185,0.874,0,-192.507,-212.22,-176.57,-203.63,-197.32,159,45,111,0,1,0,0,0,0,23.9
163,55,WIPE,2316,0.9264,0,-208.34,-203.98,-208.98,-205.26,-210.78,39,41,37,0,4,0,0,0,0,24.0
164,38,WIPE,2204,0.8816,0,-196.863,-203.09,-177.69,-203.46,-209.44,144,48,37,0,0,0,0,0,0,24.1
165,44,WIPE,2225,0.89,0,-201.15,-202.88,-188.03,-200.34,-215.08,117,57,34,0,2,0,0,0,0,24.2
166,52,WIPE,2077,0.8308,0,-185.88,-193.19,-171.14,-183.76,-202.74,195,38,91,145,4,0,0,0,0,24.4
167,45,WIPE,2128,0.8512,0,-190.34,-197.38,-163.03,-203.56,-204.43,210,24,71,0,1,0,0,0,0,24.5
168,57,WIPE,2108,0.8432,0,-190.29,-198.0,-178.25,-198.42,-194.2,156,41,128,0,0,0,0,0,0,24.7
169,46,WIPE,1897,0.7588,0,-182.283,-153.5,-174.3,-179.35,-193.2,66,103,108,40,1,0,0,0,0,24.8
170,42,WIPE,2197,0.8788,0,-196.28,-202.07,-183.12,-199.8,-205.92,114,31,91,40,0,0,0,0,0,24.9
171,40,WIPE,1820,0.728,0,-177.683,-156.17,-158.22,-194.96,-179.87,231,7,145,0,3,0,0,0,0,25.1
172,61,WIPE,2027,0.8108,0,-182.77,-179.94,-162.64,-199.73,-185.94,141,24,142,0,1,0,0,0,0,25.2
173,39,WIPE,2094,0.8376,0,-187.94,-191.77,-182.47,-192.68,-188.67,78,55,139,40,2,0,0,0,0,25.3
174,89,WIPE,2062,0.8248,0,-171.503,-198.95,-138.1,-195.71,-180.7,198,28,145,215,4,0,0,0,0,25.6
175,45,WIPE,2023,0.8092,0,-194.39,-166.81,-173.61,-199.85,-209.71,171,41,0,0,0,0,0,0,0,25.7
176,54,WIPE,2118,0.8472,0,-187.613,-191.16,-174.26,-189.52,-199.06,117,58,108,40,2,0,0,0,0,25.8
177,79,WIPE,2128,0.8512,0,-176.963,-195.45,-154.25,-165.79,-210.85,120,148,37,200,1,0,0,0,0,26.1
178,60,WIPE,2139,0.8556,0,-199.443,-178.82,-188.52,-199.84,-209.97,132,17,17,40,2,0,0,0,0,26.2
179,45,WIPE,1913,0.7652,0,-181.83,-170.42,-178.42,-186.15,-180.92,126,86,145,0,4,0,0,0,0,26.4
180,55,WIPE,2190,0.876,0,-196.197,-199.87,-186.77,-200.15,-201.67,135,34,74,0,1,0,0,0,0,26.5
181,47,WIPE,2209,0.8836,0,-191.547,-211.94,-173.09,-203.86,-197.69,132,34,125,0,0,0,0,0,0,26.7
182,59,WIPE,2052,0.8208,0,-184.893,-182.82,-169.27,-197.19,-188.22,150,7,125,40,2,0,0,0,0,26.9
183,46,WIPE,2129,0.8516,0,-196.337,-182.77,-181.17,-199.02,-208.82,120,48,37,0,2,0,0,0,0,27.0
184,54,WIPE,1949,0.7796,0,-176.06,-166.69,-160.19,-174.4,-193.59,120,58,111,120,0,0,0,0,0,27.2
185,49,WIPE,2200,0.88,0,-190.323,-203.26,-183.76,-196.45,-190.76,54,34,145,40,2,0,0,0,0,27.4
186,55,WIPE,2061,0.8244,0,-177.663,-206.59,-143.64,-196.91,-192.44,276,55,108,0,0,0,0,0,0,27.5
187,51,WIPE,2110,0.844,0,-180.643,-210.71,-172.41,-185.11,-184.41,126,65,199,80,2,0,0,0,0,27.7
188,56,WIPE,2040,0.816,0,-180.79,-188.37,-162.32,-186.63,-193.42,171,85,105,120,1,0,0,0,0,27.8
189,53,WIPE,2208,0.8832,0,-194.7,-200.7,-181.05,-205.35,-197.7,117,17,91,0,2,0,0,0,0,28.0
190,60,WIPE,2351,0.9404,0,-200.64,-212.13,-165.28,-204.41,-232.23,102,47,0,0,2,0,0,0,0,28.2
191,70,WIPE,2073,0.8292,0,-183.273,-182.15,-180.25,-174.47,-195.1,24,129,108,110,4,0,0,0,0,28.4
192,58,WIPE,1676,0.6704,1,-166.52,-101.72,-169.72,-147.12,-182.72,132,96,37,200,0,0,0,0,1,28.5
193,49,WIPE,1906,0.7624,0,-188.367,-148.59,-184.04,-193.97,-187.09,87,41,108,65,3,0,0,0,0,28.7
194,44,WIPE,2194,0.8776,0,-195.667,-195.08,-179.08,-198.49,-209.43,105,48,54,40,1,0,0,0,0,28.8
195,55,WIPE,2110,0.844,0,-191.17,-181.03,-175.43,-199.9,-198.18,129,7,91,40,0,0,0,0,0,29.0
196,82,WIPE,1925,0.77,0,-177.893,-146.84,-161.24,-178.55,-193.89,51,41,125,80,2,0,0,0,0,29.2
197,45,WIPE,2261,0.9044,0,-200.59,-211.73,-203.43,-198.96,-199.38,63,51,125,40,2,0,0,0,0,29.3
198,59,WIPE,2293,0.9172,0,-198.24,-221.06,-201.81,-198.95,-193.96,51,14,142,100,3,0,0,0,0,29.5
199,45,WIPE,2159,0.8636,0,-195.16,-200.65,-189.0,-206.73,-189.75,105,7,162,0,3,0,0,0,0,29.6
200,30,WIPE,2271,0.9084,0,-204.493,-213.85,-205.8,-206.33,-201.35,90,31,108,0,1,0,0,0,0,29.7
201,51,WIPE,1629,0.6516,1,-154.137,-75.41,-149.51,-156.49,-156.41,75,62,111,0,1,0,0,0,0,29.8
202,66,WIPE,2321,0.9284,0,-197.587,-211.28,-184.53,-194.2,-214.03,114,48,17,115,2,0,0,0,0,30.0
203,56,WIPE,2229,0.8916,0,-202.797,-186.48,-185.88,-203.58,-218.93,81,7,17,30,1,0,0,0,0,30.2
204,50,WIPE,2083,0.8332,0,-197.09,-187.48,-199.58,-199.46,-192.23,90,31,162,0,1,0,0,0,0,30.3
205,37,WIPE,1933,0.7732,0,-188.06,-152.96,-182.21,-185.61,-196.36,81,51,74,80,2,0,0,0,0,30.4
206,43,WIPE,2189,0.8756,0,-191.983,-208.04,-171.24,-199.12,-205.59,159,34,51,40,1,0,0,0,0,30.6
207,42,WIPE,2202,0.8808,0,-205.74,-180.7,-198.3,-202.32,-216.6,66,34,0,35,1,0,0,0,0,30.7
208,49,WIPE,2191,0.8764,0,-193.01,-198.86,-170.51,-200.71,-207.81,129,62,51,0,3,0,0,0,0,30.8
