episode,steps,result,boss_hp_remaining,boss_hp_damaged,boss_hp_damaged_pct,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_dealer,damage_tank,damage_healer,damage_support,damage_total,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
1,64,VICTORY,0,900,100.0,0.0,2,790.047,771.546,768.516,769.582,832.042,324,0,141,435,900,0,1,0,0,0,0,0.8
2,66,VICTORY,0,900,100.0,0.0,2,893.11,833.88,831.329,934.958,913.042,378,0,132,390,900,35,3,0,0,0,0,0.9
3,75,VICTORY,0,900,100.0,0.0,2,325.451,140.04,531.579,185.696,259.079,279,192,75,354,900,50,4,0,0,0,0,1.0
4,61,VICTORY,0,900,100.0,0.0,2,783.228,727.78,760.014,764.528,825.143,291,0,159,450,900,35,1,0,0,0,0,1.0
5,300,TIMEOUT,666,234,26.0,0.74,0,-665.017,-34.7,-320.38,-1511.35,-163.32,0,123,0,111,234,85,3,0,0,0,0,1.4
6,58,WIPE,360,540,60.0,0.4,1,96.983,142.29,47.005,172.737,71.207,240,93,57,150,540,50,1,0,0,0,1,1.5
7,67,WIPE,378,522,58.0,0.42,1,51.874,113.99,-4.703,72.851,87.472,162,63,15,282,522,35,0,0,0,0,1,1.6
8,102,VICTORY,0,900,100.0,0.0,2,571.625,29.29,558.326,570.107,586.442,201,78,180,441,900,35,1,0,0,0,0,1.7
9,60,VICTORY,0,900,100.0,0.0,2,813.033,832.365,816.72,791.372,831.006,504,0,171,225,900,50,0,1,0,0,0,1.8
10,60,WIPE,372,528,58.67,0.4133,1,84.991,138.24,74.861,118.1,62.013,279,126,36,87,528,30,0,1,0,0,1,1.9
11,96,WIPE,315,585,65.0,0.35,2,149.322,60.46,161.619,189.587,96.76,81,207,78,219,585,110,2,1,0,0,1,2.0
12,60,WIPE,306,594,66.0,0.34,2,179.852,120.21,222.293,196.119,121.145,162,78,93,261,594,80,2,0,0,0,1,2.0
13,62,VICTORY,0,900,100.0,0.0,2,822.931,748.11,814.465,840.578,813.752,363,12,186,339,900,65,0,0,0,0,0,2.1
14,54,VICTORY,0,900,100.0,0.0,2,761.493,753.17,762.855,728.63,792.995,366,15,114,405,900,0,2,0,0,0,0,2.1
