episode,steps,avg_reward,avg_length,win_rate_a,wins_a,wins_b,draws,fps,avg_tank_dist,tank_policy_type
11840,9295952,2021.8416,192.00,45.36,5371,6412,57,527.87,2.53,G5898_M1817_C4125
11850,9303664,2075.1954,193.07,45.40,5380,6413,57,527.90,2.51,G5902_M1817_C4131
11860,9311492,2106.7235,194.10,45.42,5387,6416,57,527.91,2.53,G5907_M1819_C4134
11870,9319092,2037.8186,193.24,45.44,5394,6419,57,527.89,2.59,G5911_M1821_C4138
11880,9326656,2047.5715,192.15,45.48,5403,6420,57,527.88,2.56,G5917_M1822_C4141
11890,9334656,2086.3465,192.81,45.52,5412,6421,57,527.87,2.49,G5924_M1824_C4142
11900,9342656,2108.0381,194.82,45.55,5420,6422,58,527.87,2.50,G5929_M1825_C4146
11910,9350360,2173.7267,194.69,45.57,5427,6425,58,527.84,2.43,G5934_M1828_C4148
11920,9357956,2159.3763,193.68,45.60,5436,6426,58,527.81,2.41,G5939_M1829_C4152
11930,9365940,2123.1075,194.97,45.62,5443,6429,58,527.80,2.44,G5941_M1833_C4156
11940,9373752,2123.2842,194.50,45.64,5450,6432,58,527.82,2.44,G5942_M1835_C4163
11950,9381752,2126.8452,195.22,45.68,5459,6433,58,527.79,2.43,G5946_M1836_C4168
11960,9389160,2106.1503,194.17,45.70,5466,6436,58,527.73,2.43,G5949_M1841_C4170
11970,9396788,2133.5134,194.24,45.73,5474,6437,59,527.75,2.42,G5952_M1841_C4177
11980,9404408,2059.1273,194.38,45.77,5483,6438,59,527.76,2.49,G5958_M1842_C4180
11990,9412408,1992.9379,194.38,45.79,5490,6441,59,527.77,2.55,G5963_M1845_C4182
12000,9419948,1989.2046,193.23,45.82,5498,6443,59,527.78,2.55,G5970_M1846_C4184
12010,9427948,1955.0620,193.97,45.85,5506,6445,59,527.82,2.62,G5974_M1846_C4190
12020,9435948,1891.7733,194.98,45.86,5512,6449,59,527.85,2.75,G5980_M1846_C4194
12030,9443164,1890.3786,193.06,45.87,5518,6453,59,527.83,2.76,G5984_M1850_C4196
12040,9451164,1953.7523,193.53,45.91,5527,6454,59,527.84,2.75,G5991_M1850_C4199
12050,9459164,1857.7181,193.53,45.93,5534,6455,61,527.82,2.83,G5996_M1851_C4203
12060,9466156,1775.4006,192.49,45.90,5536,6463,61,527.83,2.89,G6002_M1851_C4207
12070,9473980,1754.2284,192.98,45.92,5543,6466,61,527.77,2.87,G6005_M1856_C4209
12080,9481656,1702.8723,193.12,45.95,5551,6468,61,527.78,2.96,G6009_M1856_C4215
12090,9489656,1718.2566,193.12,45.97,5558,6471,61,527.76,2.96,G6014_M1857_C4219
12100,9497264,1683.5702,193.29,46.00,5566,6473,61,527.76,3.01,G6018_M1860_C4222
12110,9505056,1708.5461,192.77,46.03,5574,6474,62,527.76,2.99,G6024_M1861_C4225
12120,9512656,1709.4301,191.77,46.06,5583,6475,62,527.74,2.95,G6029_M1864_C4227
12130,9519896,1647.8992,191.83,46.11,5593,6475,62,527.75,3.07,G6032_M1864_C4234
12140,9527080,1572.7128,189.79,46.13,5600,6478,62,527.75,3.09,G6038_M1866_C4236
12150,9534736,1619.5604,188.93,46.16,5609,6479,62,527.71,3.04,G6040_M1870_C4240
12160,9542424,1666.4013,190.67,46.18,5616,6482,62,527.67,3.07,G6044_M1873_C4243
12170,9550424,1693.1131,191.11,46.19,5621,6487,62,527.68,3.06,G6052_M1873_C4245
12180,9558272,1701.1332,191.54,46.21,5628,6490,62,527.70,3.05,G6056_M1874_C4250
12190,9565632,1714.3633,189.94,46.23,5635,6493,62,527.69,3.01,G6060_M1875_C4255
12200,9573632,1720.8099,190.92,46.22,5639,6498,63,527.65,2.94,G6068_M1877_C4255
12210,9580744,1636.0867,189.22,46.26,5648,6498,64,527.64,3.00,G6072_M1878_C4260
12220,9588744,1607.0069,190.22,46.28,5655,6501,64,527.64,3.00,G6077_M1880_C4263
12230,9596388,1628.0878,191.23,46.31,5664,6502,64,527.65,2.96,G6080_M1881_C4269
12240,9604388,1582.0848,193.27,46.33,5671,6504,65,527.67,3.06,G6086_M1881_C4273
12250,9612388,1590.1155,194.13,46.37,5680,6505,65,527.69,3.03,G6092_M1882_C4276
12260,9620052,1614.4415,194.07,46.39,5687,6508,65,527.72,2.97,G6099_M1882_C4279
12270,9627372,1555.0713,192.37,46.39,5692,6513,65,527.69,3.02,G6104_M1886_C4280
12280,9634648,1600.2053,190.94,46.42,5700,6515,65,527.69,2.93,G6109_M1888_C4283
12290,9642448,1556.5143,192.04,46.44,5708,6517,65,527.65,2.97,G6112_M1890_C4288
12300,9650340,1500.2421,191.77,46.46,5715,6520,65,527.62,3.05,G6117_M1893_C4290
12310,9657992,1526.5894,193.12,46.48,5722,6523,65,527.63,3.00,G6121_M1893_C4296
12320,9665992,1531.7219,193.12,46.50,5729,6526,65,527.63,3.02,G6128_M1893_C4299
12330,9673620,1603.7691,193.08,46.53,5737,6527,66,527.63,2.98,G6135_M1893_C4302
12340,9681328,1679.3469,192.35,46.56,5745,6529,66,527.62,2.87,G6140_M1896_C4304
12350,9689328,1690.3313,192.35,46.58,5753,6531,66,527.61,2.89,G6147_M1898_C4305
12360,9697176,1672.6039,192.81,46.59,5759,6535,66,527.57,2.88,G6151_M1899_C4310
12370,9705176,1741.3423,194.51,46.62,5767,6537,66,527.55,2.85,G6157_M1900_C4313
12380,9713112,1742.9546,196.16,46.64,5774,6539,67,527.53,2.84,G6161_M1902_C4317
12390,9721112,1601.7951,196.66,46.66,5781,6542,67,527.51,3.09,G6162_M1904_C4324
12400,9729112,1683.2947,196.93,46.68,5788,6545,67,527.48,3.03,G6169_M1905_C4326
12410,9736740,1609.8639,196.87,46.67,5792,6551,67,527.46,3.11,G6173_M1907_C4330
12420,9744460,1570.2239,196.17,46.68,5798,6555,67,527.47,3.13,G6177_M1907_C4336
12430,9751180,1487.3730,193.90,46.69,5803,6560,67,527.45,3.12,G6180_M1910_C4340
12440,9759180,1487.8829,194.63,46.70,5809,6564,67,527.40,3.13,G6189_M1910_C4341
12450,9766248,1443.1773,192.30,46.72,5817,6566,67,527.36,3.13,G6194_M1912_C4344
12460,9773708,1461.9615,191.33,46.76,5826,6567,67,527.35,3.14,G6198_M1912_C4350
12470,9781708,1440.6927,191.33,46.77,5832,6571,67,527.33,3.14,G6203_M1914_C4353
12480,9789344,1447.0257,190.58,46.79,5840,6573,67,527.31,3.17,G6207_M1916_C4357
12490,9796960,1553.1071,189.62,46.82,5848,6575,67,527.30,2.94,G6208_M1918_C4364
12500,9804584,1488.3218,188.68,46.82,5853,6579,68,527.31,2.99,G6211_M1919_C4370
12510,9812488,1589.1165,189.37,46.86,5862,6580,68,527.28,2.89,G6218_M1920_C4372
12520,9820488,1697.3858,190.07,46.88,5870,6582,68,527.21,2.80,G6221_M1924_C4375
12530,9828236,1687.0684,192.64,46.91,5878,6584,68,527.21,2.94,G6224_M1924_C4382
12540,9835812,1739.5484,191.58,46.93,5885,6586,69,527.21,2.87,G6229_M1924_C4387
12550,9843728,1784.3261,193.70,46.96,5894,6587,69,527.22,2.86,G6235_M1925_C4390
12560,9851416,1794.1181,194.27,46.97,5900,6591,69,527.21,2.81,G6240_M1926_C4394
12570,9859416,1826.5398,194.27,46.99,5907,6594,69,527.21,2.79,G6248_M1926_C4396
12580,9867220,1855.4958,194.69,47.03,5916,6595,69,527.21,2.77,G6253_M1926_C4401
12590,9875220,1994.6930,195.65,47.05,5924,6597,69,527.17,2.67,G6258_M1927_C4405
12600,9882976,2014.0505,195.98,47.06,5930,6600,70,527.13,2.65,G6263_M1929_C4408
12610,9890760,1987.8426,195.68,47.09,5938,6602,70,527.12,2.69,G6270_M1930_C4410
12620,9898760,1999.4573,195.68,47.12,5946,6604,70,527.10,2.69,G6275_M1932_C4413
12630,9906760,2162.9663,196.31,47.15,5955,6605,70,527.06,2.46,G6282_M1933_C4415
12640,9914280,2120.0218,196.17,47.18,5963,6607,70,527.01,2.50,G6288_M1934_C4418
12650,9921904,2110.8828,195.44,47.20,5971,6609,70,526.95,2.50,G6293_M1936_C4421
12660,9929904,2080.2475,196.22,47.22,5978,6612,70,526.92,2.56,G6297_M1937_C4426
12670,9937552,2068.6167,195.34,47.26,5988,6612,70,526.87,2.58,G6302_M1939_C4429
12680,9945384,2047.5333,195.41,47.29,5996,6614,70,526.84,2.58,G6306_M1939_C4435
12690,9953384,1969.8316,195.41,47.31,6004,6616,70,526.82,2.66,G6311_M1940_C4439
12700,9961384,1935.2431,196.02,47.32,6010,6618,72,526.79,2.74,G6314_M1944_C4442
12710,9969384,1943.2019,196.56,47.34,6017,6621,72,526.78,2.73,G6320_M1946_C4444
12720,9977384,1853.5573,196.56,47.33,6021,6626,73,526.77,2.80,G6324_M1949_C4447
12730,9984120,1756.8384,193.40,47.38,6031,6626,73,526.78,2.86,G6327_M1949_C4454
12740,9992036,1756.6415,194.39,47.42,6041,6626,73,526.75,2.89,G6332_M1951_C4457
12750,10000036,1738.8744,195.33,47.44,6049,6627,74,526.71,2.91,G6339_M1952_C4459
