episode,steps,result,boss_hp_remaining,boss_hp_damaged,boss_hp_damaged_pct,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_dealer,damage_tank,damage_healer,damage_support,damage_total,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
1,59,WIPE,336,564,62.67,0.3733,1,84.947,77.29,71.6,172.62,10.62,438,126,0,0,564,537,1,0,2,0,3,1.0
2,67,WIPE,477,423,47.0,0.53,1,68.233,15.94,113.94,103.79,-13.03,279,144,0,0,423,220,0,0,1,0,3,1.2
3,51,WIPE,150,750,83.33,0.1667,2,106.623,158.35,197.4,94.91,27.56,441,291,18,0,750,142,0,1,0,0,2,1.3
4,101,WIPE,552,348,38.67,0.6133,1,78.7,5.62,80.9,166.4,-11.2,0,318,30,0,348,325,0,0,0,0,2,1.6
5,60,WIPE,150,750,83.33,0.1667,2,104.283,80.54,93.41,223.62,-4.18,477,168,18,87,750,446,2,0,1,0,3,1.9
6,72,WIPE,174,726,80.67,0.1933,2,94.65,135.41,99.39,154.56,30.0,360,192,39,135,726,430,1,1,1,0,4,2.1
7,66,VICTORY,0,900,100.0,0.0,2,452.56,122.5,1251.84,117.87,-12.03,474,405,21,0,900,270,0,0,1,0,2,2.2
8,56,WIPE,27,873,97.0,0.03,2,144.16,120.33,300.75,150.63,-18.9,438,435,0,0,873,160,0,0,0,0,3,2.3
9,45,VICTORY,0,900,100.0,0.0,2,1071.75,1167.4,1094.25,1084.05,1036.95,825,30,0,45,900,219,1,0,0,0,1,2.5
10,76,WIPE,378,522,58.0,0.42,1,158.133,-15.01,172.36,290.15,11.89,240,171,0,111,522,620,0,2,0,0,3,2.8
11,60,VICTORY,0,900,100.0,0.0,2,876.113,120.88,1353.5,116.74,1158.1,597,210,27,66,900,228,1,3,0,0,1,2.9
12,73,WIPE,345,555,61.67,0.3833,1,110.593,15.26,171.68,176.2,-16.1,243,237,30,45,555,415,0,1,0,0,2,3.1
13,68,WIPE,435,465,51.67,0.4833,1,126.297,12.25,134.03,279.83,-34.97,279,159,27,0,465,605,0,0,0,0,2,3.3
14,85,WIPE,264,636,70.67,0.2933,2,53.137,186.31,172.32,51.67,-64.58,519,108,9,0,636,249,0,0,1,0,0,3.6
15,45,VICTORY,0,900,100.0,0.0,2,1123.483,1160.05,1166.55,1185.95,1017.95,636,102,27,135,900,280,0,1,0,0,0,3.7
16,74,WIPE,234,666,74.0,0.26,2,122.887,95.7,98.19,182.17,88.3,435,231,0,0,666,705,0,1,1,0,3,3.9
17,95,WIPE,429,471,52.33,0.4767,1,109.223,59.56,145.35,140.96,41.36,120,222,39,90,471,531,3,1,0,0,3,4.2
18,53,WIPE,555,345,38.33,0.6167,1,94.84,46.11,154.68,111.82,18.02,201,60,18,66,345,180,0,0,0,0,2,4.4
19,70,WIPE,363,537,59.67,0.4033,1,143.207,129.92,194.68,247.71,-12.77,240,234,18,45,537,521,0,2,0,0,3,4.6
20,36,WIPE,225,675,75.0,0.25,2,57.273,85.43,102.15,63.18,6.49,594,81,0,0,675,135,0,0,1,0,2,4.7
21,87,WIPE,11,889,98.78,0.0122,2,119.65,118.54,173.55,190.04,-4.64,502,333,9,45,889,480,1,1,0,0,3,4.9
22,33,VICTORY,0,900,100.0,0.0,2,1112.07,1147.77,1152.77,1182.47,1000.97,858,15,27,0,900,240,0,0,0,0,0,5.0
23,31,VICTORY,0,900,100.0,0.0,2,1075.323,1140.14,1098.69,1068.69,1058.59,753,138,9,0,900,75,1,0,1,0,0,5.2
24,41,WIPE,297,603,67.0,0.33,2,42.0,108.78,87.4,34.5,4.1,558,0,45,0,603,160,1,0,1,0,1,5.3
25,56,WIPE,432,468,52.0,0.48,1,87.89,45.14,122.95,127.81,12.91,279,78,0,111,468,275,1,0,0,0,3,5.5
26,39,VICTORY,0,900,100.0,0.0,2,1148.577,1195.11,1182.41,1155.31,1108.01,798,48,9,45,900,131,0,1,0,0,0,5.6
27,92,WIPE,432,468,52.0,0.48,1,141.17,36.82,175.5,242.79,5.22,282,114,27,45,468,775,0,1,0,0,3,5.8
28,80,VICTORY,0,900,100.0,0.0,2,492.593,70.99,1210.4,264.79,2.59,399,381,9,111,900,465,1,0,0,0,2,6.2
29,90,WIPE,264,636,70.67,0.2933,2,100.573,58.45,230.81,126.25,-55.34,318,222,9,87,636,370,1,0,0,0,1,6.4
