episode,steps,result,boss_hp_remaining,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_tank,damage_healer,damage_support,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
715,37,TIMEOUT,4075,0.815,0,-61.0,70.88,-57.37,-69.81,-55.82,0,0,0,0,0,0,0,0,0,58.6
716,44,WIPE,4225,0.845,0,-215.187,-100.57,-202.47,-222.72,-220.37,0,0,0,0,0,0,0,0,0,58.8
717,28,TIMEOUT,4410,0.882,0,-58.59,19.88,-50.17,-71.18,-54.42,0,0,0,0,0,0,0,0,0,58.8
718,28,TIMEOUT,4990,0.998,0,-55.033,-69.42,-63.22,-52.21,-49.67,10,0,0,0,1,0,0,0,0,58.9
719,35,TIMEOUT,4195,0.839,0,-54.183,52.48,-53.47,-54.21,-54.87,0,0,0,0,0,0,0,0,0,59.0
720,13,TIMEOUT,4845,0.969,0,-47.85,-47.37,-43.67,-49.16,-50.72,0,0,0,0,0,0,0,0,0,59.1
721,18,TIMEOUT,4670,0.934,0,-46.313,-23.72,-38.77,-48.7,-51.47,20,0,0,0,1,0,0,0,0,59.1
722,38,TIMEOUT,4125,0.825,0,-59.703,62.53,-47.27,-75.17,-56.67,10,0,0,0,0,0,0,0,0,59.2
723,24,TIMEOUT,4630,0.926,0,-54.53,-14.22,-61.07,-52.7,-49.82,0,0,0,0,1,0,0,0,0,59.3
724,57,WIPE,3905,0.781,0,-215.023,-54.32,-187.87,-227.23,-229.97,10,0,0,0,0,0,0,0,0,59.5
725,11,TIMEOUT,4990,0.998,0,-47.277,-70.87,-43.97,-48.69,-49.17,10,0,0,0,0,0,0,0,0,59.5
726,17,TIMEOUT,4690,0.938,0,-46.533,-23.57,-39.37,-48.51,-51.72,0,0,0,0,0,0,0,0,0,59.6
727,28,TIMEOUT,4380,0.876,0,-44.3,18.03,-29.62,-49.86,-53.42,25,5,0,0,0,0,0,0,0,59.7
728,18,TIMEOUT,4800,0.96,0,-47.377,-42.87,-47.17,-47.89,-47.07,0,0,15,0,0,0,0,0,0,59.7
729,28,TIMEOUT,4475,0.895,0,-48.533,3.93,-45.27,-49.26,-51.07,25,0,0,0,0,0,0,0,0,59.8
730,32,TIMEOUT,4495,0.899,0,-55.133,5.13,-62.42,-51.36,-51.62,0,0,0,0,0,0,0,0,0,59.9
731,35,TIMEOUT,4815,0.963,0,-54.037,-43.02,-44.12,-62.47,-55.52,0,0,0,40,0,0,0,0,0,60.0
732,41,TIMEOUT,4260,0.852,0,-51.663,32.53,-48.37,-56.15,-50.47,10,0,50,0,0,0,0,0,0,60.1
733,17,TIMEOUT,5000,1.0,0,-47.24,-72.32,-39.82,-50.78,-51.12,0,0,0,0,1,0,0,0,0,60.2
734,28,TIMEOUT,4290,0.858,0,-62.847,37.88,-61.87,-73.4,-53.27,0,0,0,0,0,0,0,0,0,60.3
735,26,TIMEOUT,4425,0.885,0,-54.007,14.18,-58.97,-50.03,-53.02,20,0,0,0,0,0,0,0,0,60.4
736,26,TIMEOUT,4320,0.864,0,-45.433,26.38,-31.12,-51.01,-54.17,30,0,0,0,0,0,0,0,0,60.5
737,45,WIPE,4560,0.912,0,-209.88,-157.47,-193.37,-216.8,-219.47,10,5,15,0,0,0,0,0,0,60.6
738,29,TIMEOUT,4395,0.879,0,-56.903,17.83,-72.12,-47.17,-51.42,0,0,15,40,1,0,0,0,0,60.7
739,32,TIMEOUT,4280,0.856,0,-63.217,35.73,-64.77,-48.51,-76.37,10,0,0,40,1,0,0,0,0,60.8
740,7,TIMEOUT,4995,0.999,0,-50.0,-71.67,-46.57,-51.46,-51.97,0,5,0,0,0,0,0,0,0,60.8
741,39,TIMEOUT,4255,0.851,0,-54.09,42.28,-49.92,-54.98,-57.37,0,0,0,0,0,0,0,0,0,60.9
742,41,TIMEOUT,4270,0.854,0,-53.907,33.73,-43.32,-71.38,-47.02,10,5,30,0,0,0,0,0,0,61.0
743,7,TIMEOUT,5000,1.0,0,-51.567,-71.92,-49.77,-52.56,-52.37,0,0,0,0,0,0,0,0,0,61.1
744,40,WIPE,4290,0.858,0,-215.34,-113.17,-194.17,-223.88,-227.97,0,0,0,0,0,0,0,0,0,61.2
745,38,WIPE,4075,0.815,0,-216.95,-80.67,-200.42,-226.01,-224.42,0,0,0,0,1,0,0,0,0,61.3
746,14,TIMEOUT,4875,0.975,0,-51.18,-52.47,-48.77,-51.7,-53.07,0,0,0,0,0,0,0,0,0,61.3
747,26,TIMEOUT,4380,0.876,0,-56.713,22.03,-64.77,-53.3,-52.07,0,0,0,0,0,0,0,0,0,61.4
748,33,TIMEOUT,4740,0.948,0,-59.857,-31.37,-54.07,-73.48,-52.02,10,0,0,0,1,0,0,0,0,61.5
749,30,TIMEOUT,4165,0.833,0,-56.357,56.93,-49.07,-67.53,-52.47,0,0,0,0,0,0,0,0,0,61.6
750,43,TIMEOUT,4055,0.811,0,-54.983,72.68,-41.87,-65.41,-57.67,10,5,0,0,0,0,0,0,0,61.7
751,34,TIMEOUT,4565,0.913,0,-63.973,-8.82,-63.62,-51.58,-76.72,20,5,0,0,0,0,0,0,0,61.8
752,31,TIMEOUT,4185,0.837,0,-56.167,49.83,-60.02,-54.46,-54.02,10,0,0,0,0,0,0,0,0,61.9
753,37,TIMEOUT,4350,0.87,0,-52.97,30.03,-47.37,-55.22,-56.32,0,0,0,0,0,0,0,0,0,62.0
754,37,WIPE,4095,0.819,0,-218.823,-82.62,-205.07,-223.18,-228.22,0,5,0,0,0,0,0,0,0,62.1
755,32,TIMEOUT,4310,0.862,0,-50.713,29.03,-47.02,-52.85,-52.27,25,0,15,0,0,0,0,0,0,62.2
756,20,TIMEOUT,4845,0.969,0,-46.293,-47.07,-37.87,-50.59,-50.42,0,0,0,0,1,0,0,0,0,62.3
757,35,TIMEOUT,4320,0.864,0,-58.41,34.08,-52.82,-69.19,-53.22,0,0,0,40,0,0,0,0,0,62.3
758,32,TIMEOUT,4505,0.901,0,-54.9,5.63,-56.12,-51.66,-56.92,0,0,0,0,0,0,0,0,0,62.4
759,20,TIMEOUT,4565,0.913,0,-47.15,-4.67,-39.82,-51.36,-50.27,0,0,0,0,0,0,0,0,0,62.5
760,26,TIMEOUT,4470,0.894,0,-52.857,9.93,-57.02,-49.88,-51.67,0,5,0,0,0,0,0,0,0,62.6
761,18,TIMEOUT,4660,0.932,0,-46.64,-19.02,-40.82,-49.28,-49.82,0,0,0,0,0,0,0,0,0,62.6
762,36,TIMEOUT,4195,0.839,0,-48.27,50.68,-35.07,-54.47,-55.27,0,0,0,0,0,0,0,0,0,62.7
763,47,TIMEOUT,3940,0.788,0,-59.757,90.33,-48.02,-72.58,-58.67,0,5,0,0,0,0,0,0,0,62.9
764,15,TIMEOUT,4935,0.987,0,-48.137,-61.17,-48.02,-48.67,-47.72,0,0,0,0,2,0,0,0,0,62.9
765,30,TIMEOUT,4460,0.892,0,-61.617,10.18,-59.12,-53.21,-72.52,0,0,15,0,1,0,0,0,0,63.0
766,32,TIMEOUT,4380,0.876,0,-64.383,22.63,-64.82,-72.86,-55.47,0,0,0,0,0,0,0,0,0,63.1
767,38,TIMEOUT,3980,0.796,0,-67.403,83.23,-69.87,-74.62,-57.72,0,0,0,0,0,0,0,0,0,63.2
768,14,TIMEOUT,5000,1.0,0,-49.103,-71.02,-49.57,-49.62,-48.12,0,0,0,0,2,0,0,0,0,63.2
769,41,TIMEOUT,3920,0.784,0,-62.547,93.13,-53.52,-56.45,-77.67,0,0,0,0,0,0,0,0,0,63.3
770,35,TIMEOUT,4805,0.961,0,-58.583,-40.52,-48.62,-72.76,-54.37,10,0,0,0,0,0,0,0,0,63.5
771,7,TIMEOUT,5000,1.0,0,-48.477,-71.72,-46.52,-48.84,-50.07,0,0,0,0,0,0,0,0,0,63.5
772,29,TIMEOUT,4235,0.847,0,-48.133,42.08,-39.37,-51.56,-53.47,20,5,0,0,0,0,0,0,0,63.6
773,27,TIMEOUT,4370,0.874,0,-53.487,24.23,-54.77,-52.02,-53.67,10,0,0,0,0,0,0,0,0,63.6
774,38,WIPE,4010,0.802,0,-221.307,-70.72,-211.62,-224.93,-227.37,0,0,0,0,0,0,0,0,0,63.8
775,44,WIPE,4410,0.882,0,-216.027,-130.62,-195.07,-225.79,-227.22,0,0,0,0,1,0,0,0,0,63.9
776,7,TIMEOUT,5000,1.0,0,-49.817,-71.77,-50.67,-48.86,-49.92,0,0,0,0,0,0,0,0,0,63.9
777,29,TIMEOUT,4620,0.924,0,-63.433,-14.82,-68.02,-69.71,-52.57,0,5,0,0,0,0,0,0,0,64.1
778,33,TIMEOUT,4690,0.938,0,-53.323,-22.12,-41.32,-68.03,-50.62,0,0,0,0,0,0,0,0,0,64.1
779,15,TIMEOUT,4815,0.963,0,-46.35,-42.87,-41.62,-48.56,-48.87,0,0,0,0,0,0,0,0,0,64.2
780,20,TIMEOUT,4810,0.962,0,-46.43,-43.97,-39.12,-48.45,-51.72,0,0,0,0,0,0,0,0,0,64.2
781,35,WIPE,4595,0.919,0,-219.027,-157.42,-219.07,-217.24,-220.77,0,0,0,0,0,0,0,0,0,64.4
782,28,TIMEOUT,4505,0.901,0,-46.71,5.23,-36.22,-53.04,-50.87,0,0,0,0,0,0,0,0,0,64.5
783,13,TIMEOUT,4985,0.997,0,-45.627,-70.72,-39.37,-48.04,-49.47,10,5,0,0,0,0,0,0,0,64.5
784,29,TIMEOUT,4495,0.899,0,-53.713,5.68,-56.02,-53.0,-52.12,10,0,0,0,0,0,0,0,0,64.6
785,24,TIMEOUT,4690,0.938,0,-53.57,-25.32,-62.12,-48.67,-49.92,0,0,0,0,0,0,0,0,0,64.7
786,32,TIMEOUT,4380,0.876,0,-56.943,22.58,-60.82,-53.94,-56.07,0,0,0,0,1,0,0,0,0,64.7
787,27,TIMEOUT,4505,0.901,0,-64.82,5.38,-65.42,-73.62,-55.42,0,0,0,0,0,0,0,0,0,64.8
788,24,TIMEOUT,4630,0.926,0,-55.337,-13.97,-63.57,-50.17,-52.27,0,0,0,0,0,0,0,0,0,64.9
789,39,TIMEOUT,4290,0.858,0,-61.103,38.98,-56.27,-73.37,-53.67,0,0,0,0,0,0,0,0,0,65.0
790,32,TIMEOUT,4945,0.989,0,-48.467,-68.92,-34.22,-68.31,-42.87,10,0,45,0,0,0,0,0,0,65.1
791,10,TIMEOUT,5000,1.0,0,-50.603,-71.72,-52.12,-49.57,-50.12,0,0,0,0,0,0,0,0,0,65.1
792,29,TIMEOUT,4660,0.932,0,-59.563,-19.02,-57.22,-69.65,-51.82,0,0,0,0,0,0,0,0,0,65.2
793,32,TIMEOUT,4660,0.932,0,-73.8,-20.12,-91.27,-73.26,-56.87,0,0,0,0,0,0,0,0,0,65.3
794,23,TIMEOUT,4690,0.938,0,-54.223,-25.32,-60.37,-52.23,-50.07,0,0,0,0,0,0,0,0,0,65.4
795,42,WIPE,4165,0.833,0,-217.663,-91.92,-208.77,-221.1,-223.12,0,0,0,0,1,0,0,0,0,65.5
796,63,WIPE,4440,0.888,0,-216.817,-132.72,-213.87,-217.76,-218.82,0,0,0,0,0,0,0,0,0,65.7
797,33,TIMEOUT,4810,0.962,0,-60.907,-39.87,-44.82,-66.93,-70.97,0,0,0,0,0,0,0,0,0,65.7
798,11,TIMEOUT,4980,0.996,0,-44.943,-70.97,-40.17,-45.44,-49.22,0,20,0,0,0,0,0,0,0,65.8
799,35,TIMEOUT,4195,0.839,0,-61.563,53.23,-57.82,-73.1,-53.77,0,0,0,0,0,0,0,0,0,65.9
800,49,WIPE,4655,0.931,0,-210.023,-166.62,-198.47,-213.48,-218.12,0,0,0,0,0,0,0,0,0,66.0
801,39,TIMEOUT,4225,0.845,0,-61.9,46.88,-58.82,-73.31,-53.57,0,0,0,0,1,0,0,0,0,66.2
802,28,TIMEOUT,4535,0.907,0,-61.08,-3.72,-64.02,-71.85,-47.37,0,0,30,0,0,0,0,0,0,66.2
803,26,TIMEOUT,4595,0.919,0,-54.457,-9.22,-63.87,-50.28,-49.22,0,0,0,0,0,0,0,0,0,66.3
804,29,TIMEOUT,4260,0.852,0,-56.617,42.38,-61.32,-52.66,-55.87,0,0,0,0,0,0,0,0,0,66.4
805,10,TIMEOUT,4985,0.997,0,-48.47,-71.47,-48.82,-49.02,-47.57,0,0,15,0,0,0,0,0,0,66.4
806,28,TIMEOUT,4625,0.925,0,-55.59,-14.97,-64.77,-49.13,-52.87,0,0,0,0,0,0,0,0,0,66.5
807,10,TIMEOUT,5000,1.0,0,-48.703,-71.47,-48.82,-48.87,-48.42,0,0,0,0,1,0,0,0,0,66.5
808,31,TIMEOUT,4410,0.882,0,-55.953,18.03,-63.92,-52.67,-51.27,0,0,0,0,0,0,0,0,0,66.6
809,28,TIMEOUT,4505,0.901,0,-46.46,3.18,-39.57,-49.59,-50.22,0,0,0,0,1,0,0,0,0,66.7
810,39,TIMEOUT,4370,0.874,0,-51.88,22.68,-60.02,-46.1,-49.52,10,0,0,0,0,0,0,0,0,66.8
811,23,TIMEOUT,4495,0.899,0,-49.043,2.53,-43.32,-50.84,-52.97,10,0,0,0,0,0,0,0,0,66.9
812,30,TIMEOUT,4290,0.858,0,-65.36,37.73,-68.42,-72.44,-55.22,0,0,0,0,0,0,0,0,0,67.0
813,32,TIMEOUT,4185,0.837,0,-56.227,50.38,-62.62,-52.29,-53.77,10,0,0,0,0,0,0,0,0,67.0
814,25,TIMEOUT,4505,0.901,0,-47.88,3.18,-40.72,-52.25,-50.67,0,0,0,0,0,0,0,0,0,67.1
815,47,TIMEOUT,4405,0.881,0,-51.88,20.03,-44.97,-53.45,-57.22,0,5,0,0,0,0,0,0,0,67.3
816,33,TIMEOUT,4535,0.907,0,-61.067,-0.42,-55.07,-73.46,-54.67,0,0,0,0,0,0,0,0,0,67.3
817,20,TIMEOUT,4980,0.996,0,-43.41,-70.07,-34.22,-47.84,-48.17,20,0,0,0,0,0,0,0,0,67.4
818,21,TIMEOUT,4745,0.949,0,-44.143,-32.57,-37.32,-46.89,-48.22,0,5,0,0,0,0,0,0,0,67.5
819,30,TIMEOUT,4540,0.908,0,-52.78,-4.22,-38.82,-69.05,-50.47,20,5,0,0,0,0,0,0,0,67.6
820,24,TIMEOUT,4770,0.954,0,-46.67,-36.52,-43.97,-47.17,-48.87,10,0,0,0,1,0,0,0,0,67.6
821,30,TIMEOUT,4195,0.839,0,-50.48,49.93,-47.67,-52.7,-51.07,0,0,0,0,0,0,0,0,0,67.7
822,16,TIMEOUT,4935,0.987,0,-47.677,-60.72,-45.37,-48.49,-49.17,0,0,0,0,0,0,0,0,0,67.8
823,33,TIMEOUT,4845,0.969,0,-54.267,-45.67,-59.27,-52.81,-50.72,0,0,0,0,1,0,0,0,0,67.9
824,23,TIMEOUT,4750,0.95,0,-46.787,-33.82,-44.17,-48.12,-48.07,0,0,0,0,1,0,0,0,0,68.0
825,17,TIMEOUT,4845,0.969,0,-48.42,-47.27,-47.52,-49.42,-48.32,0,0,0,0,2,0,0,0,0,68.0
826,37,TIMEOUT,4370,0.874,0,-55.5,23.23,-60.62,-51.21,-54.67,10,0,0,0,0,0,0,0,0,68.2
827,29,TIMEOUT,4875,0.975,0,-58.0,-52.82,-67.02,-51.16,-55.82,0,0,0,0,0,0,0,0,0,68.3
828,31,TIMEOUT,4225,0.845,0,-56.997,45.48,-65.87,-52.15,-52.97,0,0,0,0,0,0,0,0,0,68.4
829,20,TIMEOUT,4690,0.938,0,-49.79,-23.72,-49.42,-49.68,-50.27,0,0,0,0,0,0,0,0,0,68.5
830,30,TIMEOUT,4290,0.858,0,-53.173,37.98,-57.02,-49.48,-53.02,0,0,0,40,0,0,0,0,0,68.5
831,30,TIMEOUT,4165,0.833,0,-49.337,56.93,-46.37,-50.97,-50.67,0,0,0,0,1,0,0,0,0,68.6
832,17,TIMEOUT,4990,0.998,0,-47.303,-70.87,-39.77,-49.42,-52.72,10,0,0,0,0,0,0,0,0,68.7
833,28,TIMEOUT,4320,0.864,0,-57.41,30.93,-67.17,-50.49,-54.57,0,0,0,0,0,0,0,0,0,68.8
834,15,TIMEOUT,4815,0.963,0,-48.403,-43.07,-46.32,-49.07,-49.82,0,0,0,0,1,0,0,0,0,68.8
835,7,TIMEOUT,5000,1.0,0,-51.95,-71.97,-55.97,-50.56,-49.32,0,0,0,0,0,0,0,0,0,68.8
836,39,WIPE,4675,0.935,0,-215.373,-172.02,-210.82,-216.68,-218.62,0,0,15,0,0,0,0,0,0,68.9
837,36,TIMEOUT,4565,0.913,0,-58.153,-2.52,-51.52,-69.92,-53.02,0,0,0,0,1,0,0,0,0,69.1
838,24,TIMEOUT,4720,0.944,0,-53.03,-27.62,-58.32,-49.75,-51.02,0,0,0,0,0,0,0,0,0,69.1
839,16,TIMEOUT,4845,0.969,0,-48.157,-47.52,-46.47,-48.13,-49.87,0,0,0,0,0,0,0,0,0,69.2
840,23,TIMEOUT,4895,0.979,0,-46.49,-55.07,-40.07,-49.43,-49.97,10,0,0,0,0,0,0,0,0,69.2
841,37,TIMEOUT,4255,0.851,0,-59.723,42.48,-51.32,-74.03,-53.82,0,0,0,0,0,0,0,0,0,69.3
842,43,TIMEOUT,4845,0.969,0,-60.25,-44.22,-65.32,-68.16,-47.27,0,0,0,0,0,0,0,0,0,69.5
843,33,TIMEOUT,4320,0.864,0,-57.66,31.38,-65.82,-51.89,-55.27,0,0,0,0,0,0,0,0,0,69.5
844,11,TIMEOUT,5000,1.0,0,-49.433,-71.32,-48.07,-48.86,-51.37,0,0,0,0,1,0,0,0,0,69.6
845,35,TIMEOUT,4380,0.876,0,-52.507,23.03,-38.22,-69.23,-50.07,0,0,0,0,1,0,0,0,0,69.7
846,40,WIPE,4500,0.9,0,-219.27,-144.22,-207.07,-224.12,-226.62,0,0,0,0,0,0,0,0,0,69.8
847,50,TIMEOUT,4255,0.851,0,-61.57,42.83,-68.77,-66.17,-49.77,0,0,0,0,0,0,0,0,0,70.0
848,38,TIMEOUT,4075,0.815,0,-61.363,69.53,-54.82,-73.2,-56.07,0,0,0,0,0,0,0,0,0,70.1
849,31,TIMEOUT,4660,0.932,0,-44.42,-17.67,-37.77,-45.77,-49.72,0,0,0,0,0,0,0,0,0,70.2
850,7,TIMEOUT,5000,1.0,0,-50.033,-71.82,-51.62,-49.21,-49.27,0,0,0,0,0,0,0,0,0,70.2
851,40,WIPE,4530,0.906,0,-217.93,-149.22,-216.72,-217.05,-220.02,0,0,0,0,0,0,0,0,0,70.3
852,33,TIMEOUT,4465,0.893,0,-61.86,10.33,-57.32,-72.64,-55.62,10,0,0,0,0,0,0,0,0,70.4
853,38,WIPE,4165,0.833,0,-218.953,-94.52,-215.97,-219.07,-221.82,0,0,0,0,0,0,0,0,0,70.5
854,44,TIMEOUT,3950,0.79,0,-64.503,88.98,-66.22,-74.22,-53.07,0,0,0,0,0,0,0,0,0,70.6
855,12,TIMEOUT,5000,1.0,0,-50.777,-71.82,-51.57,-49.24,-51.52,0,0,0,0,1,0,0,0,0,70.7
856,31,TIMEOUT,4500,0.9,0,-65.267,4.03,-66.97,-73.26,-55.57,0,0,0,0,0,0,0,0,0,70.8
857,14,TIMEOUT,5000,1.0,0,-50.747,-71.32,-53.52,-49.15,-49.57,0,0,0,0,0,0,0,0,0,70.8
858,26,TIMEOUT,5000,1.0,0,-63.487,-70.27,-62.47,-72.97,-55.02,0,0,0,0,0,0,0,0,0,70.9
859,37,TIMEOUT,4715,0.943,0,-56.297,-25.17,-49.87,-47.9,-71.12,0,0,0,0,0,0,0,0,0,71.0
860,20,TIMEOUT,4535,0.907,0,-49.097,-2.12,-48.27,-49.2,-49.82,0,0,0,0,0,0,0,0,0,71.1
861,31,TIMEOUT,4690,0.938,0,-62.72,-25.47,-61.32,-71.32,-55.52,0,0,0,0,0,0,0,0,0,71.1
862,26,TIMEOUT,4660,0.932,0,-44.753,-18.77,-36.57,-47.37,-50.32,0,0,0,0,0,0,0,0,0,71.2
863,40,TIMEOUT,4535,0.907,0,-55.807,2.58,-46.12,-69.53,-51.77,0,0,0,0,0,0,0,0,0,71.3
864,16,TIMEOUT,5000,1.0,0,-48.727,-71.32,-46.87,-50.44,-48.87,0,0,0,0,0,0,0,0,0,71.4
865,38,WIPE,4250,0.85,0,-217.12,-106.67,-201.02,-223.62,-226.72,10,0,0,0,0,0,0,0,0,71.5
866,19,TIMEOUT,4935,0.987,0,-46.36,-60.92,-43.62,-47.64,-47.82,0,0,0,0,0,0,0,0,0,71.5
867,31,TIMEOUT,4780,0.956,0,-57.36,-37.67,-56.17,-65.59,-50.32,0,0,0,0,0,0,0,0,0,71.6
868,22,TIMEOUT,4535,0.907,0,-56.693,0.18,-68.87,-51.14,-50.07,0,0,0,0,0,0,0,0,0,71.7
869,43,WIPE,4255,0.851,0,-212.517,-107.17,-203.77,-214.71,-219.07,0,0,0,0,0,0,0,0,0,71.9
870,11,TIMEOUT,4875,0.975,0,-46.187,-52.17,-41.52,-48.27,-48.77,0,0,0,0,0,0,0,0,0,71.9
871,29,TIMEOUT,4875,0.975,0,-62.497,-51.07,-64.22,-71.7,-51.57,0,0,0,0,0,0,0,0,0,72.0
872,25,TIMEOUT,5000,1.0,0,-48.46,-70.12,-47.02,-49.24,-49.12,0,0,0,0,0,0,0,0,0,72.1
873,35,TIMEOUT,4075,0.815,0,-60.873,68.93,-59.12,-72.43,-51.07,0,0,0,0,0,0,0,0,0,72.2
874,25,TIMEOUT,4710,0.942,0,-45.337,-27.27,-38.57,-49.47,-47.97,10,0,0,0,0,0,0,0,0,72.3
875,11,TIMEOUT,5000,1.0,0,-48.073,-71.02,-46.87,-48.48,-48.87,0,0,0,0,0,0,0,0,0,72.3
876,35,TIMEOUT,4345,0.869,0,-63.793,28.13,-64.22,-51.69,-75.47,0,0,0,0,0,0,0,0,0,72.4
877,30,TIMEOUT,4195,0.839,0,-65.483,50.18,-70.52,-72.16,-53.77,0,0,0,0,0,0,0,0,0,72.5
878,30,TIMEOUT,4750,0.95,0,-57.327,-33.42,-66.77,-53.04,-52.17,0,0,0,0,1,0,0,0,0,72.6
879,23,TIMEOUT,4690,0.938,0,-54.45,-23.37,-62.77,-49.96,-50.62,0,0,0,0,0,0,0,0,0,72.7
880,33,WIPE,4870,0.974,0,-215.473,-198.87,-208.02,-217.68,-220.72,0,0,0,0,0,0,0,0,0,72.8
881,29,TIMEOUT,4495,0.899,0,-53.713,3.58,-60.82,-49.6,-50.72,10,0,0,0,0,0,0,0,0,72.9
882,11,TIMEOUT,4935,0.987,0,-46.803,-61.22,-43.27,-48.02,-49.12,0,0,0,0,0,0,0,0,0,72.9
883,39,TIMEOUT,4595,0.919,0,-54.313,-8.92,-45.47,-46.9,-70.57,0,0,0,0,0,0,0,0,0,73.0
884,25,TIMEOUT,4660,0.932,0,-64.06,-20.47,-67.92,-71.69,-52.57,0,0,0,0,0,0,0,0,0,73.1
885,22,TIMEOUT,4505,0.901,0,-48.967,2.48,-47.87,-49.81,-49.22,0,0,0,0,2,0,0,0,0,73.1
886,33,WIPE,4935,0.987,0,-213.197,-208.42,-201.72,-216.95,-220.92,0,0,0,0,0,0,0,0,0,73.3
887,21,TIMEOUT,4905,0.981,0,-51.927,-55.97,-57.07,-48.99,-49.72,0,0,0,0,0,0,0,0,0,73.3
888,31,TIMEOUT,4225,0.845,0,-65.543,45.93,-68.32,-72.59,-55.72,0,0,0,0,0,0,0,0,0,73.4
889,29,TIMEOUT,4720,0.944,0,-52.803,-27.12,-65.62,-40.37,-52.42,0,0,0,80,1,0,0,0,0,73.5
890,36,WIPE,4810,0.962,0,-219.153,-189.62,-219.02,-217.52,-220.92,0,0,0,0,0,0,0,0,0,73.6
891,36,TIMEOUT,4260,0.852,0,-64.043,40.98,-63.92,-72.79,-55.42,0,0,0,0,1,0,0,0,0,73.7
892,35,TIMEOUT,4685,0.937,0,-61.563,-21.77,-65.77,-47.85,-71.07,0,0,0,0,0,0,0,0,0,73.8
893,24,TIMEOUT,4655,0.931,0,-54.857,-17.67,-63.82,-49.68,-51.07,0,0,0,0,1,0,0,0,0,73.9
894,51,WIPE,4440,0.888,0,-211.977,-134.67,-201.47,-215.19,-219.27,0,0,0,0,0,0,0,0,0,74.0
895,42,TIMEOUT,4815,0.963,0,-55.607,-39.52,-52.57,-64.58,-49.67,0,0,0,0,0,0,0,0,0,74.1
896,34,TIMEOUT,4720,0.944,0,-71.207,-28.97,-63.42,-73.48,-76.72,0,0,0,0,0,0,0,0,0,74.2
897,29,TIMEOUT,4380,0.876,0,-64.253,22.08,-72.27,-70.22,-50.27,0,0,0,0,0,0,0,0,0,74.3
898,27,TIMEOUT,4610,0.922,0,-41.87,-12.97,-33.67,-46.47,-45.47,0,0,15,0,0,0,0,0,0,74.4
899,17,TIMEOUT,4905,0.981,0,-52.247,-56.42,-58.87,-48.9,-48.97,0,0,0,0,0,0,0,0,0,74.5
900,17,TIMEOUT,4875,0.975,0,-48.387,-51.92,-47.77,-48.32,-49.07,0,0,0,0,0,0,0,0,0,74.5
901,20,TIMEOUT,4660,0.932,0,-49.83,-19.42,-48.27,-50.55,-50.67,0,0,0,0,0,0,0,0,0,74.6
902,31,TIMEOUT,4720,0.944,0,-43.077,-26.37,-32.12,-49.09,-48.02,0,0,0,0,0,0,0,0,0,74.6
903,42,TIMEOUT,4565,0.913,0,-61.52,-4.17,-49.07,-65.62,-69.87,0,0,0,0,0,0,0,0,0,74.7
904,13,TIMEOUT,5000,1.0,0,-51.21,-71.27,-55.82,-49.09,-48.72,0,0,0,0,1,0,0,0,0,74.8
905,38,TIMEOUT,5000,1.0,0,-58.687,-70.82,-61.32,-68.27,-46.47,0,0,0,0,0,0,0,0,0,74.9
906,23,TIMEOUT,4750,0.95,0,-50.277,-32.12,-45.02,-51.69,-54.12,0,0,0,0,0,0,0,0,0,75.0
907,41,TIMEOUT,4410,0.882,0,-56.197,20.83,-54.92,-66.1,-47.57,0,0,0,0,0,0,0,0,0,75.1
908,11,TIMEOUT,5000,1.0,0,-47.16,-71.57,-49.27,-43.34,-48.87,0,0,0,40,0,0,0,0,0,75.1
909,20,TIMEOUT,4720,0.944,0,-47.317,-28.07,-45.32,-47.56,-49.07,0,0,0,0,0,0,0,0,0,75.2
910,28,TIMEOUT,4935,0.987,0,-52.477,-61.07,-38.42,-67.84,-51.17,0,0,0,0,0,0,0,0,0,75.3
911,26,TIMEOUT,5000,1.0,0,-53.92,-70.02,-42.97,-68.92,-49.87,0,0,0,0,0,0,0,0,0,75.3
912,26,TIMEOUT,4875,0.975,0,-55.567,-50.97,-64.87,-49.41,-52.42,0,0,0,0,0,0,0,0,0,75.4
913,11,TIMEOUT,5000,1.0,0,-49.377,-71.27,-49.57,-49.39,-49.17,0,0,0,0,0,0,0,0,0,75.5
914,37,TIMEOUT,4375,0.875,0,-60.853,23.88,-55.97,-73.92,-52.67,0,0,0,0,0,0,0,0,0,75.6
915,36,TIMEOUT,4535,0.907,0,-61.623,-0.17,-58.12,-71.88,-54.87,0,0,0,0,0,0,0,0,0,75.7
916,33,TIMEOUT,4290,0.858,0,-49.493,37.73,-45.32,-50.64,-52.52,0,0,0,0,0,0,0,0,0,75.8
917,34,TIMEOUT,4935,0.987,0,-67.207,-59.07,-58.27,-68.08,-75.27,0,0,0,0,0,0,0,0,0,75.9
918,48,WIPE,4565,0.913,0,-214.393,-151.82,-203.92,-217.74,-221.52,0,0,0,0,0,0,0,0,0,76.1
919,7,TIMEOUT,5000,1.0,0,-51.603,-71.97,-52.37,-49.77,-52.67,0,0,0,0,0,0,0,0,0,76.1
920,12,TIMEOUT,4815,0.963,0,-46.48,-43.22,-39.47,-48.35,-51.62,0,0,0,0,0,0,0,0,0,76.2
