episode,steps,result,boss_hp_remaining,boss_hp_damaged,boss_hp_damaged_pct,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_dealer,damage_tank,damage_healer,damage_support,damage_total,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
1,68,WIPE,906,294,24.5,0.755,0,-190.103,-206.55,-168.55,-200.51,-201.25,81,96,30,87,294,0,2,0,0,0,0,0.9
2,58,WIPE,699,501,41.75,0.5825,1,-154.477,-177.13,-115.98,-168.37,-179.08,81,318,39,63,501,85,2,0,0,0,1,1.1
3,57,WIPE,981,219,18.25,0.8175,0,-203.137,-200.76,-191.86,-204.44,-213.11,81,129,9,0,219,60,6,0,0,0,0,1.2
4,45,WIPE,639,561,46.75,0.5325,1,-184.633,-158.89,-170.74,-204.57,-178.59,282,159,9,111,561,0,6,0,0,0,2,1.3
5,48,WIPE,969,231,19.25,0.8075,0,-201.46,-213.74,-194.79,-208.55,-201.04,0,114,30,87,231,0,1,0,0,0,0,1.5
6,53,WIPE,929,271,22.58,0.7742,0,-199.213,-199.71,-186.61,-208.67,-202.36,81,103,0,87,271,0,5,0,0,0,0,1.6
7,47,WIPE,681,519,43.25,0.5675,1,-182.007,-127.7,-174.2,-181.77,-190.05,399,78,21,21,519,35,4,0,0,0,1,1.8
8,69,WIPE,366,834,69.5,0.305,2,-304.453,-269.9,-306.15,-286.76,-320.45,714,48,72,0,834,120,1,0,1,0,1,1.9
9,67,WIPE,561,639,53.25,0.4675,1,-190.703,-131.88,-192.03,-188.4,-191.68,441,81,30,87,639,0,4,0,1,0,1,2.1
10,67,WIPE,738,462,38.5,0.615,1,-174.793,-150.56,-157.01,-185.31,-182.06,240,78,57,87,462,0,3,0,0,0,1,2.3
11,55,WIPE,810,390,32.5,0.675,1,-203.523,-176.53,-218.73,-203.26,-188.58,240,0,21,129,390,35,7,0,1,0,1,2.5
12,64,WIPE,1068,132,11.0,0.89,0,-213.15,-212.02,-218.62,-215.11,-205.72,0,66,0,66,132,0,5,0,0,0,0,2.6
13,64,WIPE,951,249,20.75,0.7925,0,-208.61,-193.92,-229.87,-187.19,-208.77,120,33,9,87,249,240,5,0,0,0,0,2.8
14,63,WIPE,849,351,29.25,0.7075,0,-187.723,-183.29,-162.04,-203.19,-197.94,159,78,27,87,351,0,4,0,0,0,0,3.0
15,53,WIPE,693,507,42.25,0.5775,1,-216.977,-181.98,-194.63,-232.77,-223.53,321,144,21,21,507,0,5,0,2,0,2,3.1
16,63,WIPE,774,426,35.5,0.645,1,-166.747,-190.34,-135.59,-181.01,-183.64,81,144,90,111,426,0,4,0,0,0,1,3.3
