episode,steps,result,boss_hp_remaining,boss_hp_damaged,boss_hp_damaged_pct,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_dealer,damage_tank,damage_healer,damage_support,damage_total,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
40,68,WIPE,836,364,30.33,0.6967,1,-86.86,-162.62,-91.27,-11.99,-157.32,118,78,0,168,364,190,7,0,0,0,1,8.6
41,48,VICTORY,0,1200,100.0,0.0,2,1100.287,1240.52,1119.52,1136.12,1045.22,1180,0,20,0,1200,290,1,2,0,0,0,8.7
42,47,WIPE,506,694,57.83,0.4217,1,-16.22,-32.24,-16.46,95.34,-127.54,194,128,0,372,694,550,7,0,2,0,2,9.1
43,64,WIPE,692,508,42.33,0.5767,1,-74.92,-104.43,-77.63,-4.12,-143.01,160,88,8,252,508,225,8,0,1,0,0,9.3
44,48,WIPE,447,753,62.75,0.3725,1,22.7,7.57,-18.97,104.67,-17.6,506,124,39,84,753,275,4,0,1,0,3,9.5
45,72,WIPE,686,514,42.83,0.5717,1,-62.13,-114.2,-87.21,98.19,-197.37,80,134,28,272,514,610,4,0,1,0,2,9.7
46,57,WIPE,168,1032,86.0,0.14,2,33.52,103.46,127.44,42.04,-68.92,970,14,8,40,1032,120,4,0,0,0,0,9.9
47,200,TIMEOUT,926,274,22.83,0.7717,0,-80.067,-148.3,-201.73,45.5,-83.97,80,46,20,128,274,1630,1,0,0,0,0,10.9
48,76,WIPE,604,596,49.67,0.5033,1,-1.577,-62.69,1.25,30.28,-36.26,232,120,28,216,596,228,5,1,0,0,2,11.2
49,79,WIPE,408,792,66.0,0.34,2,44.397,-11.48,81.22,31.05,20.92,392,124,28,248,792,400,3,0,2,0,3,11.8
50,60,WIPE,420,780,65.0,0.35,2,-18.493,-64.83,-0.59,92.5,-147.39,510,102,0,168,780,385,2,0,2,0,2,12.1
51,60,WIPE,375,825,68.75,0.3125,2,-5.117,6.51,-13.59,21.21,-22.97,312,106,55,352,825,453,3,1,1,0,1,12.4
52,34,VICTORY,0,1200,100.0,0.0,2,1032.993,1148.46,1047.16,1053.76,998.06,852,32,20,296,1200,85,7,0,0,0,0,12.5
53,54,WIPE,96,1104,92.0,0.08,2,-23.423,100.01,-70.53,83.41,-83.15,776,60,20,248,1104,152,5,0,1,0,2,12.7
54,89,WIPE,606,594,49.5,0.505,1,114.443,22.91,111.62,254.34,-22.63,510,60,24,0,594,557,2,2,2,0,3,13.2
55,75,WIPE,366,834,69.5,0.305,2,4.26,13.55,22.76,54.37,-64.35,704,74,56,0,834,440,4,0,1,0,3,13.5
56,73,VICTORY,0,1200,100.0,0.0,2,712.893,90.78,1048.77,1176.17,-86.26,1092,88,20,0,1200,526,6,1,1,0,1,13.8
57,54,WIPE,100,1100,91.67,0.0833,2,10.73,151.57,-0.95,77.25,-44.11,624,60,0,416,1100,160,5,0,1,0,2,14.0
58,98,WIPE,792,408,34.0,0.66,1,-53.47,-116.3,-109.2,55.43,-106.64,0,184,20,204,408,504,5,0,0,0,2,14.7
59,80,WIPE,620,580,48.33,0.5167,1,13.283,-56.25,-0.51,109.01,-68.65,468,28,0,84,580,595,4,0,1,0,2,15.0
60,37,VICTORY,0,1200,100.0,0.0,2,672.68,1208.83,1014.13,75.28,928.63,1128,32,20,20,1200,270,2,0,2,0,0,15.2
61,49,WIPE,584,616,51.33,0.4867,1,30.233,10.72,47.02,90.74,-47.06,274,134,20,188,616,225,2,2,1,0,2,15.4
62,71,WIPE,128,1072,89.33,0.1067,2,-1.037,30.62,-14.48,76.6,-65.23,860,64,20,128,1072,345,3,0,1,0,2,16.0
63,99,WIPE,388,812,67.67,0.3233,2,46.703,-18.67,-102.48,273.27,-30.68,472,236,104,0,812,680,2,0,1,0,1,16.3
64,72,WIPE,368,832,69.33,0.3067,2,10.58,56.77,21.59,89.65,-79.5,704,28,0,100,832,354,5,1,1,0,2,16.5
65,64,WIPE,392,808,67.33,0.3267,2,41.177,-4.33,24.37,84.27,14.89,548,92,20,148,808,435,8,0,3,0,2,16.6
66,189,WIPE,796,404,33.67,0.6633,1,-57.327,-82.88,-149.13,154.22,-177.07,236,28,120,20,404,1540,4,0,0,0,4,17.3
67,56,WIPE,572,628,52.33,0.4767,1,12.177,32.49,-23.05,53.49,6.09,430,134,0,64,628,238,2,2,0,0,2,17.4
68,62,WIPE,608,592,49.33,0.5067,1,66.81,-7.29,21.39,159.82,19.22,392,28,24,148,592,560,3,0,0,0,3,17.6
69,200,TIMEOUT,872,328,27.33,0.7267,0,-101.067,-165.59,-136.48,-36.1,-130.62,0,60,16,252,328,1041,5,0,0,0,0,18.3
70,64,WIPE,742,458,38.17,0.6183,1,-38.573,-141.07,-124.33,97.03,-88.42,430,28,0,0,458,590,6,0,0,0,2,18.4
71,112,WIPE,796,404,33.67,0.6633,1,-34.183,-115.43,-251.61,252.53,-103.47,80,212,92,20,404,785,5,0,0,0,1,18.8
72,67,WIPE,381,819,68.25,0.3175,2,-18.587,-11.45,29.34,17.4,-102.5,379,116,28,296,819,285,4,0,1,0,2,19.0
73,70,WIPE,340,860,71.67,0.2833,2,29.88,1.15,83.31,69.05,-62.72,590,162,20,88,860,355,2,1,2,0,2,19.2
74,54,WIPE,560,640,53.33,0.4667,1,-0.2,3.5,-9.53,17.33,-8.4,506,78,56,0,640,147,3,1,1,0,2,19.3
75,200,TIMEOUT,842,358,29.83,0.7017,0,-123.443,-131.34,-154.64,-125.7,-89.99,0,78,92,188,358,1710,4,0,0,0,0,20.0
76,75,WIPE,570,630,52.5,0.475,1,12.02,43.63,-7.84,90.47,-46.57,274,88,36,232,630,240,6,1,0,0,2,20.1
77,55,WIPE,100,1100,91.67,0.0833,2,-68.707,58.26,-97.54,-2.64,-105.94,932,0,84,84,1100,310,4,0,2,0,1,20.4
78,89,WIPE,776,424,35.33,0.6467,1,11.903,-203.53,30.02,94.92,-89.23,198,110,52,64,424,795,9,0,1,0,2,20.6
79,36,VICTORY,0,1200,100.0,0.0,2,1010.757,1052.74,1041.64,1057.74,932.89,734,0,51,415,1200,250,4,0,0,0,1,20.7
80,50,WIPE,592,608,50.67,0.4933,1,-37.08,20.41,-79.99,10.78,-42.03,510,78,20,0,608,245,0,0,0,0,2,20.8
81,69,WIPE,604,596,49.67,0.5033,1,0.817,84.22,-66.28,181.34,-112.61,472,60,20,44,596,550,4,1,1,0,3,21.0
82,87,WIPE,772,428,35.67,0.6433,1,-61.44,-84.14,-85.36,13.74,-112.7,80,212,28,108,428,625,1,0,1,0,1,21.4
83,58,WIPE,814,386,32.17,0.6783,1,-1.367,-145.03,-130.57,103.87,22.6,236,46,40,64,386,465,1,0,1,0,2,21.5
84,52,WIPE,408,792,66.0,0.34,2,-11.397,-45.91,-56.01,44.69,-22.87,704,0,48,40,792,380,2,0,0,0,1,21.6
85,79,WIPE,362,838,69.83,0.3017,2,59.04,12.82,-11.26,169.14,19.24,350,208,8,272,838,489,7,1,0,0,2,21.8
86,200,TIMEOUT,846,354,29.5,0.705,0,-93.193,-68.15,-288.06,228.4,-219.92,80,190,84,0,354,1470,2,0,0,0,0,22.5
87,58,WIPE,627,573,47.75,0.5225,1,-16.13,46.59,-52.17,65.04,-61.26,472,46,11,44,573,270,3,1,0,0,3,22.6
88,68,WIPE,584,616,51.33,0.4867,1,-38.96,-19.8,-235.67,164.24,-45.45,544,32,40,0,616,530,3,0,2,0,3,22.9
89,73,WIPE,694,506,42.17,0.5783,1,-52.92,-26.93,-69.62,13.67,-102.81,274,92,16,124,506,350,9,0,1,0,2,23.1
90,69,WIPE,316,884,73.67,0.2633,2,-6.13,-60.48,-60.68,105.72,-63.43,586,78,76,144,884,565,9,1,2,0,1,23.3
91,65,WIPE,414,786,65.5,0.345,2,7.593,-74.94,-24.04,111.26,-64.44,624,14,0,148,786,501,2,0,1,0,0,23.4
92,48,VICTORY,0,1200,100.0,0.0,2,1004.253,1108.22,1013.52,1027.92,971.32,898,14,76,212,1200,220,7,0,0,0,0,23.7
93,59,WIPE,510,690,57.5,0.425,1,-51.023,-41.83,-124.08,42.94,-71.93,510,96,20,64,690,290,2,0,3,0,1,23.8
94,75,WIPE,496,704,58.67,0.4133,1,-19.853,-23.01,-95.24,73.99,-38.31,510,134,20,40,704,455,0,0,1,0,3,24.0
95,117,WIPE,738,462,38.5,0.615,1,-1.46,-89.47,-99.66,239.29,-144.01,236,170,56,0,462,546,2,0,1,0,1,24.4
96,116,WIPE,828,372,31.0,0.69,1,-30.863,-98.17,-72.02,187.95,-208.52,274,78,0,20,372,879,3,0,0,0,4,24.8
97,60,WIPE,496,704,58.67,0.4133,1,-18.837,62.67,-22.09,29.44,-63.86,544,92,28,40,704,305,3,0,0,0,3,24.9
98,87,WIPE,810,390,32.5,0.675,1,-31.317,-104.04,-140.55,41.44,5.16,198,0,28,164,390,538,7,0,0,0,2,25.2
99,119,WIPE,540,660,55.0,0.45,1,7.387,-96.35,113.82,36.77,-128.43,0,296,16,348,660,349,8,1,1,0,2,25.6
100,71,WIPE,552,648,54.0,0.46,1,22.387,54.08,-79.2,186.48,-40.12,354,78,28,188,648,580,4,1,1,0,3,25.8
101,82,WIPE,662,538,44.83,0.5517,1,40.613,-60.54,-26.81,130.07,18.58,232,134,44,128,538,535,2,1,2,0,2,26.0
102,56,WIPE,456,744,62.0,0.38,1,-10.64,-61.32,59.95,-5.72,-86.15,274,106,8,356,744,405,8,1,2,0,1,26.3
103,53,WIPE,500,700,58.33,0.4167,1,-0.52,17.88,-61.52,69.58,-9.62,548,64,0,88,700,320,7,0,1,0,3,26.4
104,51,VICTORY,0,1200,100.0,0.0,2,631.343,48.9,975.49,37.1,881.44,822,65,0,313,1200,225,10,0,1,0,1,26.5
105,54,WIPE,482,718,59.83,0.4017,1,-40.703,29.22,-56.03,-18.88,-47.2,430,60,0,228,718,244,8,0,0,0,2,26.7
106,63,WIPE,582,618,51.5,0.485,1,-61.757,-110.31,-116.02,-25.85,-43.4,274,96,20,228,618,240,4,0,1,0,2,26.9
107,79,VICTORY,0,1200,100.0,0.0,2,370.13,-16.04,1125.71,-19.69,4.37,468,320,0,412,1200,88,3,0,2,0,1,27.2
108,62,WIPE,493,707,58.92,0.4108,1,-23.843,3.77,-108.61,129.59,-92.51,434,106,19,148,707,465,12,0,1,0,2,27.4
109,69,WIPE,550,650,54.17,0.4583,1,-19.697,-48.55,-110.53,131.22,-79.78,506,60,20,64,650,590,5,0,2,0,2,27.5
110,56,VICTORY,0,1200,100.0,0.0,2,1051.573,1122.54,1160.94,997.34,996.44,1114,78,8,0,1200,205,1,0,0,0,0,27.7
111,59,WIPE,418,782,65.17,0.3483,2,12.42,-38.79,15.22,86.57,-64.53,544,46,20,172,782,260,8,0,0,0,2,28.0
112,82,WIPE,300,900,75.0,0.25,2,1.237,-16.05,33.69,-22.6,-7.38,388,152,20,340,900,275,6,0,1,0,2,28.2
113,59,WIPE,176,1024,85.33,0.1467,2,48.57,45.43,41.92,95.63,8.16,392,148,0,484,1024,325,8,0,1,0,3,28.3
114,69,WIPE,696,504,42.0,0.58,1,15.907,4.72,2.9,136.02,-91.2,156,124,0,224,504,375,4,1,1,0,2,28.5
115,44,VICTORY,0,1200,100.0,0.0,2,659.607,1025.86,967.56,1105.66,-94.4,742,46,56,356,1200,215,5,0,2,0,0,28.8
116,56,WIPE,249,951,79.25,0.2075,2,89.883,-2.25,-22.05,362.85,-71.15,662,46,47,196,951,625,4,1,0,0,2,28.9
117,72,WIPE,569,631,52.58,0.4742,1,-14.25,-23.45,-58.71,58.26,-42.3,493,46,28,64,631,385,2,0,0,0,2,29.1
118,59,WIPE,348,852,71.0,0.29,2,-5.907,116.92,-18.07,30.07,-29.72,590,42,28,192,852,225,1,1,0,0,2,29.2
119,59,WIPE,60,1140,95.0,0.05,2,1.873,-20.42,-21.08,-20.62,47.32,312,208,8,612,1140,140,4,0,0,0,1,29.4
120,51,WIPE,618,582,48.5,0.515,1,20.057,-39.08,-6.0,41.65,24.52,328,42,20,192,582,280,5,0,1,0,3,29.6
121,44,WIPE,626,574,47.83,0.5217,1,-4.863,-82.73,-61.93,141.37,-94.03,236,74,28,236,574,480,6,0,1,0,1,29.7
122,60,WIPE,404,796,66.33,0.3367,2,10.703,18.01,-1.09,101.5,-68.3,704,92,0,0,796,453,4,0,0,0,2,29.9
123,69,WIPE,966,234,19.5,0.805,0,-99.43,-144.36,-124.54,-27.07,-146.68,160,74,0,0,234,80,2,0,0,0,0,30.1
124,64,WIPE,526,674,56.17,0.4383,1,-24.067,-164.4,-37.13,132.5,-167.57,160,194,8,312,674,515,5,0,1,0,2,30.2
125,41,WIPE,770,430,35.83,0.6417,1,-12.23,-54.49,-18.9,73.17,-90.96,312,78,20,20,430,225,5,1,0,0,2,30.5
126,79,WIPE,780,420,35.0,0.65,1,-47.807,-121.29,-11.88,-27.46,-104.08,240,92,48,40,420,190,8,0,0,0,1,30.7
127,79,WIPE,658,542,45.17,0.5483,1,19.833,-63.95,-35.6,131.82,-36.72,236,110,28,168,542,695,9,0,0,0,4,30.9
128,143,WIPE,510,690,57.5,0.425,1,23.537,-4.18,-111.76,297.68,-115.31,312,110,56,212,690,731,4,2,1,0,3,31.2
129,50,VICTORY,0,1200,100.0,0.0,2,662.95,1019.9,1003.5,1087.8,-102.45,716,0,8,476,1200,380,5,0,0,0,0,31.5
130,54,WIPE,564,636,53.0,0.47,1,-2.63,-1.7,-3.93,-7.8,3.84,379,93,16,148,636,230,7,0,2,0,3,31.7
131,55,WIPE,250,950,79.17,0.2083,2,-39.26,-18.34,-77.5,16.36,-56.64,388,158,8,396,950,355,5,0,0,0,2,31.9
132,53,WIPE,476,724,60.33,0.3967,1,7.097,2.5,-41.02,58.3,4.01,392,184,0,148,724,240,4,0,1,0,3,32.0
133,68,WIPE,712,488,40.67,0.5933,1,3.02,-3.19,6.52,33.23,-30.69,194,106,40,148,488,495,6,0,0,0,3,32.2
134,36,VICTORY,0,1200,100.0,0.0,2,1003.84,1130.74,1004.14,1052.74,954.64,814,0,56,330,1200,58,4,0,0,0,0,32.4
135,70,WIPE,286,914,76.17,0.2383,2,-0.37,13.61,-8.69,31.57,-23.99,544,134,0,236,914,475,3,1,0,0,1,32.6
136,62,WIPE,422,778,64.83,0.3517,1,-37.81,-32.47,-78.61,63.39,-98.21,426,248,0,104,778,290,7,0,2,0,2,32.8
137,50,VICTORY,0,1200,100.0,0.0,2,1076.9,1104.1,1066.5,1185.4,978.8,964,32,16,188,1200,510,6,0,1,0,0,32.9
138,69,WIPE,382,818,68.17,0.3183,2,-33.343,-3.98,-13.01,9.79,-96.81,818,0,0,0,818,215,8,0,1,0,0,33.1
139,50,WIPE,276,924,77.0,0.23,2,-48.447,56.94,-26.99,-21.09,-97.26,742,78,40,64,924,110,5,0,1,0,1,33.4
140,64,VICTORY,0,1200,100.0,0.0,2,395.467,147.61,1081.36,112.37,-7.33,894,191,51,64,1200,207,2,1,1,0,0,33.5
141,71,WIPE,456,744,62.0,0.38,1,16.64,-42.61,50.3,48.16,-48.54,312,180,0,252,744,260,5,0,1,0,2,33.7
142,71,WIPE,739,461,38.42,0.6158,1,-34.527,-136.72,-73.1,59.16,-89.64,80,70,35,276,461,485,6,0,1,0,3,33.9
143,49,WIPE,324,876,73.0,0.27,2,-10.48,78.97,-37.98,11.77,-5.23,662,106,0,108,876,200,4,0,1,0,3,34.1
144,82,WIPE,540,660,55.0,0.45,1,24.84,-71.05,-13.81,117.8,-29.47,472,124,0,64,660,770,8,0,1,0,3,34.3
145,75,WIPE,354,846,70.5,0.295,2,-4.707,24.97,-80.24,101.23,-35.11,662,120,0,64,846,505,7,0,1,0,2,34.5
146,37,VICTORY,0,1200,100.0,0.0,2,1001.163,1129.98,1011.63,1058.73,933.13,849,92,19,240,1200,265,8,0,0,0,0,34.6
147,68,WIPE,248,952,79.33,0.2067,2,99.0,109.46,30.94,230.93,35.13,860,56,16,20,952,555,0,2,0,0,2,34.8
148,86,WIPE,500,700,58.33,0.4167,1,12.5,-30.87,-10.85,82.22,-33.87,472,124,0,104,700,475,1,1,1,0,2,35.2
149,98,WIPE,680,520,43.33,0.5667,1,-57.067,-187.32,-67.97,13.28,-116.51,274,166,0,80,520,385,7,0,0,0,2,35.4
150,63,WIPE,632,568,47.33,0.5267,1,-45.093,-38.47,-102.12,90.28,-123.44,80,92,56,340,568,245,8,1,0,0,2,35.6
151,70,WIPE,38,1162,96.83,0.0317,2,17.957,-7.62,33.81,54.98,-34.92,746,176,56,184,1162,335,4,0,2,0,1,35.8
152,122,WIPE,760,440,36.67,0.6333,1,-20.837,-261.51,-124.71,295.27,-233.07,80,252,44,64,440,1045,3,0,0,0,1,36.3
153,87,WIPE,252,948,79.0,0.21,2,15.487,11.88,-82.14,167.64,-39.04,354,258,44,292,948,678,4,1,1,0,3,36.5
154,66,WIPE,614,586,48.83,0.5117,1,-31.637,-106.39,-72.65,131.31,-153.57,0,202,8,376,586,405,4,0,1,0,2,36.7
155,84,WIPE,214,986,82.17,0.1783,2,79.917,-43.41,81.97,146.99,10.79,902,28,56,0,986,570,2,1,0,0,0,37.4
156,63,VICTORY,0,1200,100.0,0.0,2,316.86,131.66,940.87,51.57,-41.86,974,202,24,0,1200,295,1,0,2,0,1,37.6
157,200,TIMEOUT,786,414,34.5,0.655,1,-122.073,-113.63,-187.95,-63.8,-114.47,0,222,84,108,414,1350,1,0,0,0,0,38.5
158,50,VICTORY,0,1200,100.0,0.0,2,1055.233,1096.9,1054.5,1156.5,954.7,796,56,40,308,1200,320,4,1,1,0,0,39.0
159,63,VICTORY,0,1200,100.0,0.0,2,417.9,43.43,1038.87,93.54,121.29,586,230,28,356,1200,315,3,2,0,0,2,39.3
160,40,WIPE,681,519,43.25,0.5675,1,-36.53,2.34,-28.89,-19.99,-60.71,311,124,0,84,519,65,3,0,0,0,2,39.5
161,77,WIPE,370,830,69.17,0.3083,2,54.05,-45.99,116.24,113.99,-68.08,468,130,0,232,830,294,7,0,1,0,3,39.8
162,99,WIPE,800,400,33.33,0.6667,1,-34.073,-165.04,40.02,-6.34,-135.9,236,120,0,44,400,370,5,0,0,0,1,40.2
163,41,WIPE,132,1068,89.0,0.11,2,17.54,44.22,-11.9,59.1,5.42,704,0,28,336,1068,315,7,0,0,0,1,40.6
164,71,WIPE,576,624,52.0,0.48,1,-34.463,-22.45,-94.04,24.6,-33.95,510,74,20,20,624,425,0,0,0,0,2,40.9
165,52,WIPE,384,816,68.0,0.32,2,1.02,26.23,0.39,75.7,-73.03,624,0,48,144,816,335,4,0,1,0,3,41.1
166,162,WIPE,752,448,37.33,0.6267,1,64.717,-151.77,-259.7,488.69,-34.84,80,240,108,20,448,1765,6,1,0,0,3,41.8
167,56,WIPE,484,716,59.67,0.4033,1,-4.68,56.35,5.95,50.62,-70.61,430,162,0,124,716,205,4,0,1,0,4,42.2
168,72,WIPE,224,976,81.33,0.1867,2,37.797,22.4,73.29,11.1,29.0,350,190,0,436,976,329,1,1,1,0,2,42.5
169,200,TIMEOUT,956,244,20.33,0.7967,0,-114.503,-77.19,-110.96,-63.3,-169.25,80,56,0,108,244,1005,2,0,0,0,0,43.2
170,60,WIPE,442,758,63.17,0.3683,1,-44.63,-35.94,-117.57,124.71,-141.03,350,120,16,272,758,508,6,0,0,0,2,43.7
171,56,WIPE,516,684,57.0,0.43,1,0.553,-3.5,-9.05,47.31,-36.6,392,116,8,168,684,385,5,0,2,0,2,43.9
172,68,WIPE,487,713,59.42,0.4058,1,78.0,-3.59,81.23,140.13,12.64,383,166,56,108,713,610,3,1,0,0,3,44.1
173,57,VICTORY,0,1200,100.0,0.0,2,283.24,102.04,944.43,-46.35,-48.36,936,224,20,20,1200,130,1,0,1,0,2,44.3
174,75,WIPE,288,912,76.0,0.24,2,50.663,6.53,85.26,156.43,-89.7,586,214,28,84,912,609,4,0,2,0,3,44.7
175,60,WIPE,382,818,68.17,0.3183,2,-45.823,27.94,21.91,-39.39,-119.99,662,92,20,44,818,370,2,1,1,0,1,45.1
176,64,WIPE,576,624,52.0,0.48,1,7.643,-37.04,38.27,42.3,-57.64,274,194,28,128,624,95,5,0,0,0,3,45.4
177,71,WIPE,400,800,66.67,0.3333,2,48.487,-7.04,17.8,145.18,-17.52,620,96,20,64,800,425,1,0,2,0,3,45.7
178,83,WIPE,508,692,57.67,0.4233,1,93.547,67.12,85.68,195.18,-0.22,350,190,20,132,692,385,2,2,0,0,3,46.1
179,87,WIPE,198,1002,83.5,0.165,2,24.673,60.39,38.14,84.94,-49.06,544,306,0,152,1002,377,7,0,2,0,3,46.7
180,69,WIPE,298,902,75.17,0.2483,2,-0.793,102.9,21.82,-4.14,-20.06,662,112,0,128,902,122,2,0,0,0,3,47.0
181,42,WIPE,472,728,60.67,0.3933,1,-19.39,84.11,-37.91,56.39,-76.65,662,14,8,44,728,390,4,0,1,0,3,47.2
182,200,TIMEOUT,448,752,62.67,0.3733,1,23.24,-57.62,-148.64,348.8,-130.44,586,14,68,84,752,1690,5,0,1,0,7,48.1
183,58,WIPE,627,573,47.75,0.5225,1,14.083,-47.1,25.43,71.52,-54.7,181,92,28,272,573,345,7,0,1,0,2,48.6
184,69,WIPE,350,850,70.83,0.2917,2,9.757,68.21,84.82,-50.36,-5.19,704,138,8,0,850,50,2,1,0,0,3,48.8
185,54,VICTORY,0,1200,100.0,0.0,2,344.37,15.23,1026.46,61.23,-54.58,544,172,28,456,1200,265,5,0,1,0,1,49.0
186,49,WIPE,704,496,41.33,0.5867,1,46.477,-18.47,79.12,3.83,56.48,312,56,0,128,496,251,3,1,1,0,2,49.2
