episode,steps,result,boss_hp_remaining,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_tank,damage_healer,damage_support,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
499,23,WIPE,4920,0.984,0,-212.62,-219.39,-205.44,-213.08,-219.34,40,25,15,0,1,0,0,0,0,62.3
500,31,WIPE,4831,0.9662,0,-207.403,-203.72,-201.32,-210.57,-210.32,39,15,50,0,2,0,0,0,0,62.4
501,31,WIPE,4465,0.893,0,-189.903,-151.12,-171.57,-197.62,-200.52,120,30,30,0,4,0,0,0,0,62.5
502,48,WIPE,4290,0.858,0,-183.627,-102.87,-170.87,-182.64,-197.37,20,35,30,40,1,0,0,0,0,62.7
503,38,WIPE,4390,0.878,0,-184.49,-133.37,-178.27,-192.38,-182.82,25,15,135,80,1,0,0,0,0,62.9
504,43,WIPE,4805,0.961,0,-194.94,-215.5,-177.5,-201.17,-206.15,110,20,65,40,1,0,0,0,0,63.0
505,25,WIPE,4810,0.962,0,-200.06,-213.75,-195.55,-205.98,-198.65,35,35,120,40,4,0,0,0,0,63.1
506,44,WIPE,4640,0.928,0,-178.757,-206.31,-168.26,-184.2,-183.81,115,45,200,125,3,0,0,0,0,63.2
507,37,WIPE,4702,0.9404,0,-194.507,-194.35,-181.65,-203.62,-198.25,80,43,80,0,3,0,0,0,0,63.4
508,26,WIPE,4830,0.966,0,-206.907,-204.19,-200.09,-212.99,-207.64,35,0,70,40,2,0,0,0,0,63.4
509,46,WIPE,4797,0.9594,0,-192.933,-210.7,-164.65,-206.8,-207.35,160,8,35,0,4,0,0,0,0,63.6
510,23,WIPE,4410,0.882,0,-199.317,-130.67,-194.02,-199.06,-204.87,90,15,0,0,3,0,0,0,0,63.7
511,32,WIPE,4835,0.967,0,-207.507,-199.2,-199.55,-209.37,-213.6,25,15,30,0,0,0,0,0,0,63.8
512,28,WIPE,4455,0.891,0,-194.233,-141.22,-185.77,-195.91,-201.02,70,35,35,0,1,0,0,0,0,63.9
513,32,WIPE,4660,0.932,0,-197.07,-178.97,-193.47,-194.82,-202.92,50,20,50,80,3,0,0,0,0,64.0
514,17,WIPE,4795,0.959,0,-206.477,-197.22,-208.32,-202.79,-208.32,0,30,50,40,1,0,0,0,0,64.0
515,36,WIPE,4685,0.937,0,-188.29,-211.32,-185.47,-193.13,-186.27,85,55,175,40,4,0,0,0,0,64.1
516,50,WIPE,4735,0.947,0,-190.883,-200.94,-165.69,-205.07,-201.89,130,5,65,0,0,0,0,0,0,64.3
517,32,WIPE,4950,0.99,0,-212.15,-218.81,-208.51,-213.63,-214.31,0,0,50,40,3,0,0,0,0,64.4
518,34,WIPE,4925,0.985,0,-207.587,-215.29,-191.34,-211.23,-220.19,60,15,0,40,1,0,0,0,0,64.5
519,41,WIPE,4895,0.979,0,-213.74,-203.96,-215.01,-211.75,-214.46,10,15,15,0,2,0,0,0,0,64.7
520,23,WIPE,4875,0.975,0,-208.317,-215.92,-202.52,-213.66,-208.77,40,15,70,0,2,0,0,0,0,64.7
521,41,WIPE,4749,0.9498,0,-200.933,-191.99,-194.69,-205.72,-202.39,20,15,65,40,2,0,0,0,0,64.9
522,44,WIPE,4735,0.947,0,-189.053,-202.97,-178.57,-196.42,-192.17,60,5,135,80,3,0,0,0,0,65.0
523,40,WIPE,4886,0.9772,0,-201.43,-216.15,-186.0,-204.19,-214.1,64,20,30,40,1,0,0,0,0,65.1
524,42,WIPE,4805,0.961,0,-196.32,-215.07,-179.47,-209.87,-199.62,95,0,100,0,0,0,0,0,0,65.3
525,21,WIPE,4930,0.986,0,-214.283,-217.65,-212.0,-214.7,-216.15,20,15,35,0,0,0,0,0,0,65.4
526,36,WIPE,4667,0.9334,0,-193.1,-186.58,-177.38,-195.14,-206.78,90,38,50,40,2,0,0,0,0,65.5
527,40,WIPE,4592,0.9184,0,-195.273,-175.83,-188.18,-202.71,-194.93,90,13,85,0,2,0,0,0,0,65.6
528,39,WIPE,4685,0.937,0,-195.623,-185.02,-182.02,-199.73,-205.12,60,20,80,80,2,0,0,0,0,65.8
529,30,WIPE,4640,0.928,0,-196.427,-176.9,-191.85,-185.73,-211.7,95,45,0,120,2,0,0,0,0,65.9
530,26,WIPE,4770,0.954,0,-207.607,-202.59,-210.94,-209.59,-202.29,70,10,85,0,2,0,0,0,0,65.9
531,30,WIPE,4830,0.966,0,-208.937,-203.91,-204.61,-212.54,-209.66,35,20,50,0,1,0,0,0,0,66.1
532,40,WIPE,4765,0.953,0,-200.33,-200.3,-191.95,-202.89,-206.15,100,20,50,40,0,0,0,0,0,66.2
533,52,WIPE,4685,0.937,0,-196.49,-181.45,-213.35,-180.47,-195.65,10,15,105,210,4,0,0,0,0,66.3
534,25,WIPE,4930,0.986,0,-214.05,-219.29,-212.14,-216.37,-213.64,20,5,45,0,2,0,0,0,0,66.4
535,29,WIPE,4955,0.991,0,-216.93,-219.71,-210.26,-217.67,-222.86,45,0,0,0,0,0,0,0,0,66.5
536,32,WIPE,4685,0.937,0,-193.217,-198.72,-189.07,-198.76,-191.82,65,40,145,40,2,0,0,0,0,66.6
537,43,WIPE,4845,0.969,0,-210.223,-204.68,-215.33,-204.91,-210.43,25,20,45,40,2,0,0,0,0,66.7
538,30,WIPE,4885,0.977,0,-209.617,-215.35,-209.0,-210.15,-209.7,45,10,60,40,3,0,0,0,0,66.8
539,69,WIPE,4770,0.954,0,-177.403,-217.1,-148.9,-177.26,-206.05,105,90,35,160,2,0,0,0,0,67.0
540,50,WIPE,4875,0.975,0,-209.57,-211.52,-213.97,-208.52,-206.22,45,15,65,0,0,0,0,0,0,67.2
541,52,WIPE,4820,0.964,0,-189.527,-215.62,-171.22,-195.14,-202.22,35,45,100,40,4,0,0,0,0,67.3
542,36,WIPE,4405,0.881,0,-192.24,-149.94,-196.09,-196.14,-184.49,90,25,135,0,4,0,0,0,0,67.4
543,33,WIPE,4735,0.947,0,-195.18,-193.17,-180.77,-196.3,-208.47,85,0,50,120,4,0,0,0,0,67.5
544,25,WIPE,4895,0.979,0,-210.373,-217.77,-214.17,-211.13,-205.82,0,20,85,0,2,0,0,0,0,67.6
545,31,WIPE,4820,0.964,0,-200.15,-213.39,-200.29,-194.97,-205.19,35,50,95,80,1,0,0,0,0,67.7
546,33,WIPE,4880,0.976,0,-206.627,-217.23,-203.03,-195.82,-221.03,85,35,0,120,1,0,0,0,0,67.8
547,28,WIPE,4840,0.968,0,-204.15,-213.82,-200.47,-205.81,-206.17,80,15,65,40,1,0,0,0,0,67.9
548,37,WIPE,4611,0.9222,0,-187.663,-186.78,-173.68,-185.98,-203.33,144,55,35,80,4,0,0,0,0,68.0
549,24,WIPE,4880,0.976,0,-217.313,-208.36,-216.11,-215.52,-220.31,55,0,0,0,1,0,0,0,0,68.1
550,26,WIPE,4580,0.916,0,-198.253,-170.17,-197.87,-201.82,-195.07,60,5,100,40,0,0,0,0,0,68.1
551,42,WIPE,4510,0.902,0,-185.26,-159.72,-171.47,-182.94,-201.37,85,60,35,80,0,0,0,0,0,68.3
552,35,WIPE,4670,0.934,0,-198.543,-186.14,-200.99,-201.5,-193.14,20,15,135,40,3,0,0,0,0,68.3
553,36,WIPE,4620,0.924,0,-189.8,-192.15,-180.0,-196.35,-193.05,130,20,135,40,3,0,0,0,0,68.4
554,37,WIPE,4760,0.952,0,-198.213,-200.7,-186.1,-209.39,-199.15,70,5,100,0,1,0,0,0,0,68.6
555,44,WIPE,4585,0.917,0,-199.19,-170.57,-201.32,-200.38,-195.87,45,35,85,0,1,0,0,0,0,68.7
556,41,WIPE,4885,0.977,0,-203.453,-213.22,-190.87,-209.52,-209.97,45,20,50,0,0,0,0,0,0,68.8
557,54,WIPE,4750,0.95,0,-190.697,-207.17,-168.22,-202.2,-201.67,65,55,65,0,1,0,0,0,0,69.0
558,59,WIPE,4685,0.937,0,-187.307,-196.18,-154.83,-196.51,-210.58,215,35,0,30,0,0,0,0,0,69.1
559,29,WIPE,4631,0.9262,0,-200.603,-175.5,-190.95,-203.76,-207.1,70,33,50,0,3,0,0,0,0,69.2
560,31,WIPE,4750,0.95,0,-206.347,-193.36,-211.21,-207.32,-200.51,25,0,95,40,2,0,0,0,0,69.3
561,50,WIPE,4380,0.876,0,-180.057,-135.98,-165.78,-187.66,-186.73,35,15,135,40,1,0,0,0,0,69.5
562,23,WIPE,4726,0.9452,0,-203.033,-194.62,-200.22,-201.61,-207.27,64,35,50,40,2,0,0,0,0,69.6
563,41,WIPE,4710,0.942,0,-189.42,-190.27,-186.27,-178.87,-203.12,50,65,50,160,4,0,0,0,0,69.7
564,27,WIPE,4795,0.959,0,-202.123,-214.65,-196.5,-207.67,-202.2,80,40,85,0,1,0,0,0,0,69.8
565,34,WIPE,4800,0.96,0,-205.193,-204.29,-197.54,-207.9,-210.14,65,20,50,0,0,0,0,0,0,69.9
566,54,WIPE,4845,0.969,0,-194.34,-216.17,-180.32,-200.33,-202.37,10,40,105,40,2,0,0,0,0,70.0
567,60,WIPE,4244,0.8488,0,-173.687,-120.29,-151.19,-186.83,-183.04,120,35,100,120,3,0,0,0,0,70.2
568,35,WIPE,4945,0.989,0,-208.15,-219.07,-195.92,-211.66,-216.87,10,30,15,0,2,0,0,0,0,70.3
569,37,WIPE,4850,0.97,0,-203.05,-213.21,-195.71,-209.28,-204.16,65,15,70,0,1,0,0,0,0,70.5
570,29,WIPE,4741,0.9482,0,-197.897,-201.56,-190.51,-197.62,-205.56,99,45,50,40,3,0,0,0,0,70.5
571,24,WIPE,4705,0.941,0,-202.387,-187.2,-197.6,-207.61,-201.95,45,15,80,0,2,0,0,0,0,70.6
572,54,WIPE,4514,0.9028,0,-188.13,-146.24,-178.79,-192.66,-192.94,25,5,80,115,1,0,0,0,0,70.8
573,31,WIPE,4680,0.936,0,-195.003,-186.07,-186.22,-201.27,-197.52,55,10,100,40,1,0,0,0,0,70.8
574,33,WIPE,4875,0.975,0,-201.533,-214.72,-189.02,-203.06,-212.52,45,45,35,40,1,0,0,0,0,70.9
575,28,WIPE,4880,0.976,0,-202.34,-215.11,-191.96,-202.85,-212.21,60,10,50,80,3,0,0,0,0,71.1
576,40,WIPE,4846,0.9692,0,-201.66,-217.3,-195.45,-208.63,-200.9,39,30,85,0,2,0,0,0,0,71.2
577,26,WIPE,4815,0.963,0,-200.833,-216.3,-189.4,-203.05,-210.05,115,20,50,40,2,0,0,0,0,71.2
578,30,WIPE,4925,0.985,0,-208.37,-216.21,-196.51,-214.04,-214.56,40,5,30,0,2,0,0,0,0,71.4
579,56,WIPE,4630,0.926,0,-175.113,-194.72,-170.12,-160.1,-195.12,90,90,125,240,5,0,0,0,0,71.5
580,40,WIPE,4630,0.926,0,-203.143,-170.64,-207.04,-201.75,-200.64,50,20,50,0,4,0,0,0,0,71.6
581,20,WIPE,4945,0.989,0,-214.107,-219.98,-205.58,-214.76,-221.98,35,20,0,0,1,0,0,0,0,71.7
582,33,WIPE,4725,0.945,0,-201.78,-195.94,-190.39,-204.16,-210.79,95,35,50,0,0,0,0,0,0,71.8
583,38,WIPE,4554,0.9108,0,-203.453,-149.99,-208.64,-200.23,-201.49,20,20,30,0,3,0,0,0,0,71.9
584,39,WIPE,4825,0.965,0,-204.393,-204.44,-205.94,-197.9,-209.34,35,25,50,80,1,0,0,0,0,72.0
585,29,WIPE,4620,0.924,0,-198.32,-176.07,-197.07,-194.17,-203.72,70,40,50,40,1,0,0,0,0,72.1
586,27,WIPE,4621,0.9242,0,-193.643,-188.62,-192.37,-202.34,-186.22,54,35,165,0,2,0,0,0,0,72.2
587,33,WIPE,4660,0.932,0,-199.43,-181.78,-203.28,-191.98,-203.03,10,75,65,40,0,0,0,0,0,72.3
588,29,WIPE,4627,0.9254,0,-193.617,-185.88,-175.03,-202.79,-203.03,138,30,50,0,4,0,0,0,0,72.3
589,48,WIPE,4805,0.961,0,-196.96,-206.32,-175.97,-210.89,-204.02,45,15,70,0,3,0,0,0,0,72.5
590,51,WIPE,4775,0.955,0,-196.71,-199.8,-194.35,-197.18,-198.6,45,15,100,115,0,0,0,0,0,72.6
591,37,WIPE,4790,0.958,0,-198.683,-202.04,-184.74,-197.67,-213.64,75,35,35,80,3,0,0,0,0,72.8
592,43,WIPE,4756,0.9512,0,-196.37,-200.34,-184.14,-191.58,-213.39,94,70,15,80,1,0,0,0,0,72.9
593,20,WIPE,4810,0.962,0,-210.83,-206.22,-217.27,-211.15,-204.07,25,15,85,0,1,0,0,0,0,72.9
594,29,WIPE,4890,0.978,0,-206.713,-217.49,-191.59,-212.26,-216.29,65,15,30,0,2,0,0,0,0,73.0
595,31,WIPE,4725,0.945,0,-205.743,-184.4,-199.35,-209.93,-207.95,60,0,30,0,2,0,0,0,0,73.1
596,34,WIPE,4480,0.896,0,-190.027,-166.73,-188.03,-196.52,-185.53,110,25,135,0,3,0,0,0,0,73.2
597,37,WIPE,4420,0.884,0,-189.48,-150.34,-190.24,-193.41,-184.79,70,35,130,0,3,0,0,0,0,73.4
598,37,WIPE,4845,0.969,0,-206.957,-199.54,-199.24,-204.04,-217.59,25,35,0,40,0,0,0,0,0,73.5
599,60,WIPE,4735,0.947,0,-181.873,-198.03,-160.93,-187.61,-197.08,75,40,85,150,1,0,0,0,0,73.6
600,37,WIPE,4890,0.978,0,-200.647,-216.54,-178.84,-205.06,-218.04,95,15,0,40,1,0,0,0,0,73.8
601,28,WIPE,4835,0.967,0,-207.733,-213.62,-213.92,-200.21,-209.07,55,45,65,40,1,0,0,0,0,73.9
602,27,WIPE,4870,0.974,0,-210.057,-215.16,-204.41,-215.4,-210.36,75,5,50,0,2,0,0,0,0,74.0
603,25,WIPE,4845,0.969,0,-211.73,-216.77,-213.47,-213.5,-208.22,70,20,65,0,1,0,0,0,0,74.1
604,43,WIPE,4547,0.9094,0,-192.47,-156.34,-176.24,-193.08,-208.09,70,68,0,0,2,0,0,0,0,74.2
605,27,WIPE,4825,0.965,0,-200.61,-214.82,-187.32,-212.94,-201.57,70,5,100,0,4,0,0,0,0,74.2
606,33,WIPE,4715,0.943,0,-201.19,-201.7,-197.45,-201.52,-204.6,105,50,65,0,0,0,0,0,0,74.4
607,43,WIPE,4764,0.9528,0,-204.097,-200.25,-199.8,-203.49,-209.0,60,61,50,0,1,0,0,0,0,74.5
608,21,WIPE,4881,0.9762,0,-212.24,-216.29,-210.59,-216.44,-209.69,69,0,50,0,2,0,0,0,0,74.5
609,27,WIPE,4790,0.958,0,-207.19,-189.09,-194.64,-210.14,-216.79,25,15,15,0,0,0,0,0,0,74.6
610,38,WIPE,4875,0.975,0,-205.997,-215.83,-192.53,-212.68,-212.78,70,5,50,0,4,0,0,0,0,74.7
611,30,WIPE,4664,0.9328,0,-198.36,-181.89,-190.29,-202.2,-202.59,45,36,65,0,1,0,0,0,0,74.8
612,39,WIPE,4719,0.9438,0,-204.217,-171.3,-195.55,-207.5,-209.6,10,5,15,0,3,0,0,0,0,74.9
613,35,WIPE,4620,0.924,0,-194.933,-180.59,-176.24,-203.32,-205.24,125,15,50,0,1,0,0,0,0,75.0
614,44,WIPE,4430,0.886,0,-182.253,-147.42,-170.57,-191.17,-185.02,50,20,130,40,3,0,0,0,0,75.1
615,42,WIPE,4779,0.9558,0,-203.097,-202.74,-196.89,-207.31,-205.09,70,36,50,0,3,0,0,0,0,75.3
616,74,WIPE,4910,0.982,0,-194.187,-224.46,-165.21,-197.14,-220.21,20,35,35,70,1,0,0,0,0,75.5
617,39,WIPE,4790,0.958,0,-202.983,-192.22,-193.02,-202.06,-213.87,50,35,0,40,2,0,0,0,0,75.6
618,36,WIPE,4835,0.967,0,-211.747,-205.11,-215.91,-212.32,-207.01,35,0,65,0,2,0,0,0,0,75.7
619,42,WIPE,4375,0.875,0,-180.11,-139.27,-152.42,-191.94,-195.97,150,20,50,0,0,0,0,0,0,75.8
620,22,WIPE,4735,0.947,0,-198.903,-205.83,-187.58,-201.05,-208.08,120,35,45,40,0,0,0,0,0,75.9
621,41,WIPE,4885,0.977,0,-214.47,-207.37,-226.42,-199.42,-217.57,0,35,15,80,0,0,0,0,0,76.0
622,37,WIPE,4795,0.959,0,-196.943,-211.72,-188.72,-207.14,-194.97,60,0,145,40,3,0,0,0,0,76.1
623,29,WIPE,4480,0.896,0,-198.573,-142.17,-189.47,-196.68,-209.57,80,35,0,0,0,0,0,0,0,76.2
624,35,WIPE,4485,0.897,0,-182.03,-165.02,-165.42,-184.45,-196.22,120,45,100,80,2,0,0,0,0,76.3
625,28,WIPE,4500,0.9,0,-190.817,-161.52,-182.97,-199.86,-189.62,84,21,115,0,4,0,0,0,0,76.4
626,48,WIPE,4535,0.907,0,-181.107,-178.66,-168.66,-188.4,-186.26,80,65,160,40,0,0,0,0,0,76.5
627,22,WIPE,4855,0.971,0,-207.113,-215.44,-199.14,-207.46,-214.74,55,55,35,0,2,0,0,0,0,76.6
628,47,WIPE,4835,0.967,0,-205.613,-203.75,-190.9,-210.74,-215.2,70,15,15,40,2,0,0,0,0,76.7
629,26,WIPE,4785,0.957,0,-199.717,-213.2,-198.75,-200.8,-199.6,75,20,120,80,1,0,0,0,0,76.8
630,39,WIPE,4620,0.924,0,-199.473,-165.14,-195.04,-200.64,-202.74,10,50,35,0,3,0,0,0,0,76.9
631,41,WIPE,4845,0.969,0,-194.107,-214.19,-186.49,-187.79,-208.04,35,70,50,120,0,0,0,0,0,77.0
632,34,WIPE,4790,0.958,0,-217.973,-194.45,-243.05,-205.87,-205.0,0,10,70,40,1,0,0,0,0,77.1
633,37,WIPE,4835,0.967,0,-209.637,-205.05,-214.55,-208.51,-205.85,35,0,65,40,1,0,0,0,0,77.3
634,28,WIPE,4784,0.9568,0,-197.773,-212.46,-182.81,-202.05,-208.46,125,26,65,40,1,0,0,0,0,77.3
635,28,WIPE,4900,0.98,0,-208.04,-219.62,-198.97,-212.83,-212.32,45,20,35,0,2,0,0,0,0,77.4
636,34,WIPE,4880,0.976,0,-204.703,-216.31,-193.56,-211.49,-209.06,40,15,65,0,0,0,0,0,0,77.5
637,35,WIPE,4840,0.968,0,-202.99,-215.69,-192.69,-208.54,-207.74,90,0,70,40,0,0,0,0,0,77.6
638,41,WIPE,4841,0.9682,0,-198.91,-212.45,-187.3,-196.28,-213.15,84,60,15,100,2,0,0,0,0,77.8
639,36,WIPE,4500,0.9,0,-198.503,-142.92,-188.27,-200.12,-207.12,90,0,0,0,3,0,0,0,0,77.9
640,29,WIPE,4766,0.9532,0,-205.183,-203.98,-213.98,-202.89,-198.68,49,20,100,40,4,0,0,0,0,78.0
641,36,WIPE,4760,0.952,0,-204.19,-194.67,-199.97,-205.38,-207.22,25,35,50,0,1,0,0,0,0,78.1
642,30,WIPE,4790,0.958,0,-196.563,-214.82,-194.27,-199.2,-196.22,25,50,135,40,1,0,0,0,0,78.2
643,27,WIPE,4835,0.967,0,-207.903,-202.82,-198.17,-208.22,-217.32,45,25,0,40,2,0,0,0,0,78.2
644,40,WIPE,4735,0.947,0,-197.613,-197.7,-189.55,-198.64,-204.65,50,55,65,40,3,0,0,0,0,78.4
645,30,WIPE,4795,0.959,0,-200.847,-202.52,-190.37,-208.55,-203.62,45,15,80,0,1,0,0,0,0,78.4
646,19,WIPE,4910,0.982,0,-211.673,-219.52,-201.67,-215.78,-217.57,70,5,15,0,0,0,0,0,0,78.5
647,36,WIPE,4701,0.9402,0,-191.52,-201.17,-171.42,-197.67,-205.47,134,50,50,40,2,0,0,0,0,78.6
648,23,WIPE,4860,0.972,0,-211.52,-205.59,-207.74,-212.43,-214.39,25,15,35,0,0,0,0,0,0,78.7
649,33,WIPE,4719,0.9438,0,-200.683,-187.97,-195.07,-197.06,-209.92,35,51,35,40,4,0,0,0,0,78.8
650,61,WIPE,4820,0.964,0,-197.423,-199.84,-177.39,-195.24,-219.64,65,35,15,85,1,0,0,0,0,79.0
651,43,WIPE,4826,0.9652,0,-200.677,-211.75,-180.9,-210.03,-211.1,129,10,35,0,1,0,0,0,0,79.1
652,51,WIPE,4855,0.971,0,-197.15,-214.17,-191.07,-196.56,-203.82,55,5,85,80,3,0,0,0,0,79.2
653,28,WIPE,4435,0.887,0,-195.69,-133.82,-191.22,-191.43,-204.42,60,40,0,30,1,0,0,0,0,79.3
654,37,WIPE,4449,0.8898,0,-188.607,-135.04,-173.54,-194.59,-197.69,30,5,50,40,2,0,0,0,0,79.4
655,36,WIPE,4546,0.9092,0,-188.417,-173.15,-188.95,-187.3,-189.0,69,35,130,80,3,0,0,0,0,79.5
656,37,WIPE,4805,0.961,0,-208.223,-204.05,-201.25,-211.02,-212.4,115,0,15,0,3,0,0,0,0,79.6
657,38,WIPE,4890,0.978,0,-210.327,-206.63,-209.28,-203.12,-218.58,10,35,0,40,2,0,0,0,0,79.7
658,25,WIPE,4980,0.996,0,-221.887,-218.78,-228.43,-218.3,-218.93,0,5,15,0,1,0,0,0,0,79.8
659,32,WIPE,4810,0.962,0,-201.507,-203.24,-195.99,-203.84,-204.69,35,25,65,40,4,0,0,0,0,79.9
660,39,WIPE,4775,0.955,0,-211.723,-189.87,-216.82,-208.23,-210.12,35,20,15,0,3,0,0,0,0,80.0
661,22,WIPE,4920,0.984,0,-211.39,-219.45,-205.25,-214.32,-214.6,30,15,35,0,4,0,0,0,0,80.1
662,27,WIPE,4825,0.965,0,-204.58,-213.99,-194.19,-210.06,-209.49,80,30,65,0,1,0,0,0,0,80.2
663,43,WIPE,4815,0.963,0,-202.81,-203.46,-194.41,-210.46,-203.56,55,0,65,0,2,0,0,0,0,80.3
664,29,WIPE,4890,0.978,0,-213.293,-206.57,-204.27,-218.44,-217.17,45,0,0,0,2,0,0,0,0,80.4
665,33,WIPE,4875,0.975,0,-207.85,-214.87,-205.72,-205.06,-212.77,75,15,35,40,2,0,0,0,0,80.5
666,27,WIPE,4885,0.977,0,-207.327,-215.52,-201.82,-210.84,-209.32,45,20,50,0,2,0,0,0,0,80.6
667,30,WIPE,4725,0.945,0,-198.08,-193.52,-189.07,-197.5,-207.67,70,45,35,40,2,0,0,0,0,80.7
668,35,WIPE,4775,0.955,0,-203.543,-201.25,-201.45,-208.08,-201.1,55,20,85,0,1,0,0,0,0,80.8
669,26,WIPE,4660,0.932,0,-200.937,-175.82,-190.07,-207.07,-205.67,60,10,50,0,0,0,0,0,0,80.8
670,20,WIPE,4640,0.928,0,-198.56,-180.85,-197.5,-198.33,-199.85,60,30,85,40,3,0,0,0,0,80.9
671,30,WIPE,4930,0.986,0,-212.007,-218.26,-205.46,-214.45,-216.11,25,15,30,0,0,0,0,0,0,81.0
672,22,WIPE,4780,0.956,0,-210.833,-185.21,-206.81,-210.98,-214.71,10,10,15,0,1,0,0,0,0,81.0
673,45,WIPE,4380,0.876,0,-180.783,-134.17,-161.27,-190.91,-190.17,80,20,85,40,2,0,0,0,0,81.2
674,23,WIPE,4580,0.916,0,-202.483,-159.97,-202.12,-203.66,-201.67,25,20,65,0,1,0,0,0,0,81.3
675,41,WIPE,4815,0.963,0,-208.7,-199.8,-211.6,-202.75,-211.75,90,0,0,40,1,0,0,0,0,81.4
676,57,WIPE,4635,0.927,0,-186.027,-178.07,-178.97,-173.59,-205.52,85,60,30,205,2,0,0,0,0,81.6
677,23,WIPE,4915,0.983,0,-209.77,-216.69,-200.34,-214.18,-214.79,30,20,35,0,3,0,0,0,0,81.7
678,45,WIPE,4765,0.953,0,-197.697,-207.27,-181.92,-202.25,-208.92,105,20,45,38,3,0,0,0,0,81.8
679,48,WIPE,4920,0.984,0,-208.893,-214.76,-195.81,-212.41,-218.46,35,15,30,0,1,0,0,0,0,81.9
680,41,WIPE,4980,0.996,0,-224.147,-217.02,-237.92,-213.6,-220.92,0,20,0,0,1,0,0,0,0,82.1
681,25,WIPE,4464,0.8928,0,-198.303,-140.92,-200.32,-193.87,-200.72,45,35,30,30,1,0,0,0,0,82.2
682,28,WIPE,4380,0.876,0,-194.367,-130.02,-196.47,-197.86,-188.77,65,5,85,0,2,0,0,0,0,82.2
683,23,WIPE,4565,0.913,0,-201.583,-165.57,-203.52,-202.36,-198.87,60,20,70,0,2,0,0,0,0,82.3
684,35,WIPE,4660,0.932,0,-200.22,-182.16,-197.01,-202.59,-201.06,70,20,65,0,1,0,0,0,0,82.4
685,25,WIPE,4775,0.955,0,-212.173,-195.98,-219.38,-207.61,-209.53,45,25,30,0,2,0,0,0,0,82.5
686,30,WIPE,4975,0.995,0,-214.31,-217.6,-202.5,-216.03,-224.4,20,5,0,0,1,0,0,0,0,82.5
687,34,WIPE,4614,0.9228,0,-191.933,-178.02,-193.72,-189.96,-192.12,55,26,115,80,3,0,0,0,0,82.7
688,39,WIPE,4491,0.8982,0,-203.62,-147.67,-216.42,-197.72,-196.72,49,35,50,0,3,0,0,0,0,82.8
689,32,WIPE,4740,0.948,0,-204.037,-183.92,-187.47,-211.47,-213.17,70,0,0,0,2,0,0,0,0,82.8
690,35,WIPE,4830,0.966,0,-201.39,-212.93,-193.58,-208.36,-202.23,50,20,100,0,0,0,0,0,0,83.0
691,40,WIPE,4800,0.96,0,-209.39,-199.76,-208.16,-209.15,-210.86,60,10,35,40,3,0,0,0,0,83.1
692,63,WIPE,4775,0.955,0,-211.18,-188.49,-224.89,-207.36,-201.29,25,5,65,0,2,0,0,0,0,83.2
693,39,WIPE,4885,0.977,0,-202.703,-221.74,-193.44,-202.93,-211.74,25,25,65,40,2,0,0,0,0,83.4
694,33,WIPE,4910,0.982,0,-214.923,-216.11,-221.01,-214.5,-209.26,25,0,65,0,2,0,0,0,0,83.5
695,46,WIPE,4750,0.95,0,-190.843,-201.56,-200.26,-168.86,-203.41,60,60,65,240,3,0,0,0,0,83.6
696,44,WIPE,4830,0.966,0,-198.63,-204.55,-198.3,-186.19,-211.4,35,35,35,150,2,0,0,0,0,83.7
697,31,WIPE,4405,0.881,0,-191.62,-140.67,-194.17,-192.67,-188.02,25,50,110,0,0,0,0,0,0,83.8
698,26,WIPE,4885,0.977,0,-210.22,-217.42,-205.97,-213.17,-211.52,45,35,35,0,2,0,0,0,0,83.9
699,32,WIPE,4840,0.968,0,-214.267,-204.11,-227.01,-203.08,-212.71,25,20,50,40,2,0,0,0,0,84.0
700,35,WIPE,4810,0.962,0,-203.537,-204.58,-194.13,-210.55,-205.93,45,15,65,0,3,0,0,0,0,84.1
701,21,WIPE,4855,0.971,0,-207.233,-215.6,-206.55,-212.1,-203.05,35,15,95,0,1,0,0,0,0,84.1
702,29,WIPE,4770,0.954,0,-210.053,-204.1,-219.7,-207.16,-203.3,60,25,80,0,2,0,0,0,0,84.3
703,28,WIPE,4705,0.941,0,-204.36,-183.35,-204.6,-201.53,-206.95,35,25,45,40,3,0,0,0,0,84.3
704,27,WIPE,4620,0.924,0,-203.603,-167.23,-202.03,-206.0,-202.78,25,10,65,0,0,0,0,0,0,84.4
705,26,WIPE,4825,0.965,0,-216.583,-190.7,-224.6,-205.3,-219.85,0,20,0,40,2,0,0,0,0,84.5
706,21,WIPE,4885,0.977,0,-207.577,-216.26,-199.91,-212.76,-210.06,50,15,50,0,2,0,0,0,0,84.6
707,22,WIPE,4905,0.981,0,-212.94,-217.2,-211.25,-214.17,-213.4,35,25,35,0,0,0,0,0,0,84.6
708,49,WIPE,4674,0.9348,0,-196.503,-187.42,-183.32,-195.52,-210.67,60,61,50,40,2,0,0,0,0,84.7
709,31,WIPE,4819,0.9638,0,-210.25,-202.59,-202.54,-210.32,-217.89,80,15,0,0,1,0,0,0,0,84.9
710,27,WIPE,4819,0.9638,0,-201.557,-215.5,-191.75,-201.47,-211.45,105,46,30,40,2,0,0,0,0,84.9
