episode,steps,result,boss_hp_remaining,boss_hp_ratio,phase_reached,avg_reward_all,reward_dealer,reward_tank,reward_healer,reward_support,damage_tank,damage_healer,damage_support,heal_done_healer,buffs_support,mechanic_success,mechanic_fail,stagger_success,stagger_fail,elapsed_sec
38,26,WIPE,4990,0.998,0,-216.857,-218.74,-208.69,-217.49,-224.39,0,10,0,0,2,0,0,0,0,5.1
39,36,WIPE,4980,0.996,0,-212.873,-216.99,-200.39,-215.84,-222.39,0,5,15,0,0,0,0,0,0,5.2
40,29,WIPE,4921,0.9842,0,-209.483,-216.38,-199.83,-214.94,-213.68,39,5,35,0,2,0,0,0,0,5.3
41,37,WIPE,4965,0.993,0,-210.427,-216.47,-196.72,-214.04,-220.52,35,0,0,0,0,0,0,0,0,5.4
42,39,WIPE,4860,0.972,0,-203.273,-204.77,-189.82,-210.43,-209.57,25,0,50,0,0,0,0,0,0,5.5
43,44,WIPE,4715,0.943,0,-205.36,-178.55,-205.7,-203.73,-206.65,10,20,35,0,1,0,0,0,0,5.7
44,47,WIPE,4915,0.983,0,-206.363,-214.25,-197.15,-207.59,-214.35,65,5,15,40,1,0,0,0,0,5.8
45,27,WIPE,5000,1.0,0,-217.51,-218.97,-210.37,-216.14,-226.02,0,0,0,40,0,0,0,0,0,5.9
46,27,WIPE,4905,0.981,0,-211.827,-206.58,-203.03,-213.22,-219.23,0,15,15,0,0,0,0,0,0,6.0
47,32,WIPE,4950,0.99,0,-211.577,-219.89,-203.49,-213.25,-217.99,30,5,15,40,1,0,0,0,0,6.0
48,44,WIPE,4835,0.967,0,-200.893,-198.17,-184.97,-200.34,-217.37,25,0,15,80,1,0,0,0,0,6.2
49,53,WIPE,4815,0.963,0,-211.487,-190.0,-206.25,-212.76,-215.45,25,5,0,0,0,0,0,0,0,6.3
50,38,WIPE,4257,0.8514,0,-187.477,-98.78,-179.33,-193.67,-189.43,38,0,50,0,3,0,0,0,0,6.5
51,33,WIPE,4510,0.902,0,-196.44,-139.72,-199.07,-188.53,-201.72,10,15,30,120,0,0,0,0,0,6.6
52,49,WIPE,4530,0.906,0,-193.797,-148.36,-183.56,-198.52,-199.31,45,5,50,0,2,0,0,0,0,6.7
53,34,WIPE,4680,0.936,0,-201.77,-165.57,-190.22,-202.47,-212.62,10,0,0,40,1,0,0,0,0,6.9
54,49,WIPE,4100,0.82,0,-178.787,-65.66,-166.26,-175.54,-194.56,35,30,0,80,0,0,0,0,0,7.0
55,35,WIPE,4920,0.984,0,-209.743,-205.8,-197.75,-215.03,-216.45,0,0,15,0,1,0,0,0,0,7.1
56,31,WIPE,4375,0.875,0,-195.82,-115.12,-195.37,-196.22,-195.87,0,20,45,0,1,0,0,0,0,7.3
57,30,WIPE,4830,0.966,0,-202.67,-203.56,-194.91,-203.24,-209.86,45,10,50,80,1,0,0,0,0,7.3
58,30,WIPE,4905,0.981,0,-212.297,-205.72,-209.27,-209.05,-218.57,10,5,15,40,1,0,0,0,0,7.4
59,27,WIPE,4940,0.988,0,-211.223,-219.07,-205.27,-216.88,-211.52,10,0,50,0,2,0,0,0,0,7.5
60,21,WIPE,4725,0.945,0,-206.23,-184.69,-195.79,-210.06,-212.84,60,10,15,0,0,0,0,0,0,7.6
61,35,WIPE,4450,0.89,0,-198.263,-122.52,-192.62,-192.7,-209.47,0,25,0,40,0,0,0,0,0,7.7
62,23,WIPE,4830,0.966,0,-208.427,-199.96,-196.16,-213.36,-215.76,55,20,0,0,3,0,0,0,0,7.7
63,37,WIPE,4141,0.8282,0,-183.703,-75.17,-171.02,-183.02,-197.07,44,10,30,40,1,0,0,0,0,7.9
64,47,WIPE,4935,0.987,0,-205.183,-214.88,-198.93,-199.34,-217.28,0,20,45,115,1,0,0,0,0,8.0
65,60,WIPE,4575,0.915,0,-186.993,-149.52,-160.62,-194.19,-206.17,45,5,0,40,1,0,0,0,0,8.2
66,27,WIPE,4830,0.966,0,-207.997,-199.39,-201.04,-213.36,-209.59,25,0,50,0,1,0,0,0,0,8.3
67,39,WIPE,4840,0.968,0,-203.57,-204.44,-202.59,-202.33,-205.79,0,30,65,80,2,0,0,0,0,8.4
68,22,WIPE,5000,1.0,0,-218.16,-219.97,-212.52,-218.79,-223.17,0,0,0,0,0,0,0,0,0,8.5
69,39,WIPE,4485,0.897,0,-192.27,-136.61,-173.36,-195.74,-207.71,45,20,15,40,0,0,0,0,0,8.6
70,25,WIPE,4710,0.942,0,-205.847,-172.77,-206.27,-198.85,-212.42,25,0,15,80,2,0,0,0,0,8.7
71,27,WIPE,4760,0.952,0,-205.233,-190.19,-192.14,-211.47,-212.09,45,5,30,0,2,0,0,0,0,8.8
72,31,WIPE,4825,0.965,0,-206.133,-205.43,-202.98,-206.89,-208.53,20,25,65,40,1,0,0,0,0,8.9
73,33,WIPE,4600,0.92,0,-195.2,-161.77,-187.82,-196.51,-201.27,10,30,50,40,3,0,0,0,0,9.0
74,42,WIPE,4675,0.935,0,-197.187,-165.27,-181.32,-204.72,-205.52,10,5,30,0,1,0,0,0,0,9.1
75,37,WIPE,4995,0.999,0,-211.177,-223.57,-196.12,-213.99,-223.42,0,5,0,40,2,0,0,0,0,9.2
76,39,WIPE,4794,0.9588,0,-201.16,-205.06,-193.06,-203.06,-207.36,60,31,50,40,1,0,0,0,0,9.3
77,71,WIPE,4440,0.888,0,-192.967,-126.58,-179.78,-193.69,-205.43,10,0,50,120,2,0,0,0,0,9.5
78,29,WIPE,4950,0.99,0,-213.603,-217.21,-201.06,-219.74,-220.01,50,0,0,0,0,0,0,0,0,9.7
79,43,WIPE,4910,0.982,0,-202.977,-221.22,-184.52,-212.44,-211.97,25,0,65,40,0,0,0,0,0,9.8
80,29,WIPE,4750,0.95,0,-207.043,-178.5,-206.25,-203.68,-211.2,0,0,30,40,0,0,0,0,0,9.9
81,34,WIPE,4620,0.924,0,-197.577,-163.59,-187.69,-199.85,-205.19,30,35,30,0,0,0,0,0,0,10.0
82,51,WIPE,4880,0.976,0,-197.463,-215.17,-180.12,-204.45,-207.82,60,10,50,40,3,0,0,0,0,10.2
83,30,WIPE,4610,0.922,0,-198.313,-159.92,-189.37,-204.3,-201.27,25,5,50,0,2,0,0,0,0,10.3
84,38,WIPE,4830,0.966,0,-203.057,-202.76,-188.26,-208.9,-212.01,60,15,30,0,2,0,0,0,0,10.4
85,33,WIPE,4880,0.976,0,-207.55,-206.72,-205.02,-201.21,-216.42,10,10,35,80,0,0,0,0,0,10.5
86,28,WIPE,4850,0.97,0,-210.17,-206.64,-206.04,-213.58,-210.89,35,0,50,0,2,0,0,0,0,10.6
87,32,WIPE,4910,0.982,0,-207.433,-215.86,-192.11,-214.48,-215.71,60,0,30,0,0,0,0,0,0,10.7
88,31,WIPE,4925,0.985,0,-208.81,-215.76,-197.26,-214.71,-214.46,25,0,50,0,1,0,0,0,0,10.8
89,35,WIPE,4880,0.976,0,-213.437,-200.33,-204.98,-215.35,-219.98,25,0,0,40,2,0,0,0,0,10.9
90,46,WIPE,4694,0.9388,0,-204.27,-168.87,-181.57,-215.37,-215.87,35,0,0,0,1,0,0,0,0,11.1
91,41,WIPE,4146,0.8292,0,-177.583,-94.85,-169.05,-179.35,-184.35,94,20,85,40,3,0,0,0,0,11.2
92,32,WIPE,4845,0.969,0,-208.357,-206.25,-205.6,-212.32,-207.15,25,0,65,0,2,0,0,0,0,11.3
93,29,WIPE,4630,0.926,0,-201.073,-160.92,-186.07,-207.13,-210.02,60,0,0,0,1,0,0,0,0,11.4
94,26,WIPE,4765,0.953,0,-212.19,-183.44,-205.99,-213.04,-217.54,45,0,0,40,1,0,0,0,0,11.4
95,33,WIPE,4765,0.953,0,-206.11,-185.73,-192.13,-208.77,-217.43,50,0,0,40,2,0,0,0,0,11.6
96,66,WIPE,4650,0.93,0,-170.253,-201.54,-162.04,-161.73,-186.99,45,65,145,280,2,0,0,0,0,11.7
97,37,WIPE,4485,0.897,0,-195.893,-140.22,-188.27,-198.39,-201.02,50,20,35,0,1,0,0,0,0,11.9
98,51,WIPE,4740,0.948,0,-196.36,-187.48,-176.18,-207.02,-205.88,20,0,85,0,0,0,0,0,0,12.0
99,58,WIPE,4520,0.904,0,-194.973,-147.16,-191.16,-194.3,-199.46,25,45,35,55,1,0,0,0,0,12.2
100,26,WIPE,4941,0.9882,0,-211.8,-220.15,-201.45,-217.55,-216.4,24,0,35,0,1,0,0,0,0,12.3
101,29,WIPE,4725,0.945,0,-205.173,-181.62,-198.42,-207.98,-209.12,35,15,35,0,1,0,0,0,0,12.4
102,27,WIPE,4705,0.941,0,-200.927,-190.27,-200.57,-200.89,-201.32,50,45,70,40,2,0,0,0,0,12.5
103,22,WIPE,4950,0.99,0,-223.553,-218.42,-240.07,-217.82,-212.77,0,0,50,0,1,0,0,0,0,12.6
104,48,WIPE,4830,0.966,0,-191.527,-214.17,-175.92,-201.49,-197.17,50,20,100,80,3,0,0,0,0,12.7
105,40,WIPE,4580,0.916,0,-193.44,-160.12,-178.77,-202.33,-199.22,45,10,50,0,5,0,0,0,0,12.9
106,33,WIPE,4780,0.956,0,-202.93,-207.47,-192.62,-203.35,-212.82,85,55,15,0,0,0,0,0,0,12.9
107,34,WIPE,4915,0.983,0,-204.26,-217.62,-198.87,-199.94,-213.97,0,50,35,95,1,0,0,0,0,13.0
108,57,WIPE,4935,0.987,0,-204.48,-213.32,-176.42,-208.95,-228.07,50,15,0,0,1,0,0,0,0,13.3
109,34,WIPE,4810,0.962,0,-199.593,-214.02,-195.67,-208.39,-194.72,35,20,135,0,3,0,0,0,0,13.4
110,56,WIPE,4775,0.955,0,-212.443,-199.27,-239.72,-194.99,-202.62,35,40,85,40,1,0,0,0,0,13.6
111,25,WIPE,4855,0.971,0,-204.327,-215.0,-198.75,-201.33,-212.9,90,20,35,80,1,0,0,0,0,13.7
112,60,WIPE,4810,0.962,0,-215.883,-199.48,-251.68,-193.44,-202.53,0,25,100,135,2,0,0,0,0,13.9
113,55,WIPE,4780,0.956,0,-201.957,-216.79,-221.79,-184.19,-199.89,30,70,120,135,1,0,0,0,0,14.1
114,38,WIPE,4860,0.972,0,-210.69,-207.52,-217.37,-202.78,-211.92,10,30,35,40,1,0,0,0,0,14.2
115,31,WIPE,4610,0.922,0,-202.493,-170.92,-209.37,-202.39,-195.72,35,20,85,0,3,0,0,0,0,14.4
116,32,WIPE,4750,0.95,0,-191.543,-210.52,-189.57,-189.64,-195.42,80,50,120,120,2,0,0,0,0,14.5
117,46,WIPE,4900,0.98,0,-215.017,-213.79,-233.44,-202.52,-209.09,10,55,35,40,1,0,0,0,0,14.6
118,31,WIPE,4935,0.987,0,-212.853,-216.1,-209.85,-214.71,-214.0,25,5,35,0,2,0,0,0,0,14.7
119,40,WIPE,4615,0.923,0,-197.293,-158.95,-182.9,-201.13,-207.85,60,15,0,0,3,0,0,0,0,14.8
120,38,WIPE,4775,0.955,0,-203.517,-203.77,-204.87,-203.96,-201.72,60,30,70,0,2,0,0,0,0,14.9
121,27,WIPE,4710,0.942,0,-212.963,-179.12,-225.57,-205.65,-207.67,0,35,35,0,1,0,0,0,0,15.1
122,29,WIPE,4775,0.955,0,-208.117,-211.63,-223.93,-203.69,-196.73,55,15,155,40,0,0,0,0,0,15.1
123,41,WIPE,4809,0.9618,0,-205.08,-200.83,-204.28,-202.33,-208.63,45,25,35,40,3,0,0,0,0,15.2
124,51,WIPE,4815,0.963,0,-198.037,-202.73,-181.73,-200.8,-211.58,35,35,50,80,1,0,0,0,0,15.4
125,49,WIPE,4685,0.937,0,-185.413,-181.32,-171.07,-187.05,-198.12,45,0,85,160,1,0,0,0,0,15.6
126,30,WIPE,4705,0.941,0,-204.893,-176.37,-198.27,-202.09,-214.32,45,30,0,40,2,0,0,0,0,15.7
127,37,WIPE,4875,0.975,0,-201.477,-215.37,-185.47,-210.09,-208.87,60,15,50,0,3,0,0,0,0,15.8
128,25,WIPE,4975,0.995,0,-221.403,-220.82,-223.02,-218.47,-222.72,25,0,0,0,0,0,0,0,0,15.8
129,28,WIPE,4765,0.953,0,-214.613,-194.31,-222.06,-210.12,-211.66,65,10,30,0,0,0,0,0,0,16.0
130,46,WIPE,4780,0.956,0,-191.37,-197.87,-182.32,-188.22,-203.57,35,25,65,185,1,0,0,0,0,16.1
131,30,WIPE,4850,0.97,0,-202.943,-215.36,-205.36,-198.11,-205.36,50,15,85,120,1,0,0,0,0,16.2
132,28,WIPE,4785,0.957,0,-207.273,-190.23,-201.48,-203.21,-217.13,30,25,0,40,1,0,0,0,0,16.3
133,27,WIPE,4915,0.983,0,-212.033,-216.41,-206.16,-212.43,-217.51,50,20,15,0,3,0,0,0,0,16.4
134,30,WIPE,4940,0.988,0,-209.76,-217.05,-200.5,-213.08,-215.7,25,20,15,0,0,0,0,0,0,16.4
135,43,WIPE,4884,0.9768,0,-204.993,-200.54,-204.19,-195.5,-215.29,0,15,15,150,2,0,0,0,0,16.6
136,28,WIPE,4740,0.948,0,-197.957,-192.66,-194.16,-192.0,-207.71,35,50,50,80,2,0,0,0,0,16.7
137,61,WIPE,4615,0.923,0,-185.71,-174.24,-159.84,-197.9,-199.39,115,15,65,40,1,0,0,0,0,16.9
138,36,WIPE,4885,0.977,0,-203.31,-214.41,-190.06,-204.56,-215.31,60,20,35,40,1,0,0,0,0,17.0
139,33,WIPE,4940,0.988,0,-211.41,-218.57,-199.72,-216.29,-218.22,25,0,35,0,1,0,0,0,0,17.1
140,60,WIPE,4715,0.943,0,-188.143,-189.7,-177.75,-184.18,-202.5,60,50,50,120,6,0,0,0,0,17.4
141,36,WIPE,4710,0.942,0,-203.453,-176.12,-195.22,-208.22,-206.92,35,0,35,0,3,0,0,0,0,17.7
142,34,WIPE,4810,0.962,0,-203.677,-199.94,-189.14,-211.1,-210.79,60,0,35,0,1,0,0,0,0,17.8
143,27,WIPE,4660,0.932,0,-206.867,-172.87,-209.02,-205.76,-205.82,35,20,35,0,2,0,0,0,0,17.9
144,39,WIPE,4815,0.963,0,-207.673,-204.37,-214.37,-198.43,-210.22,55,30,35,80,4,0,0,0,0,18.1
145,26,WIPE,4935,0.987,0,-215.733,-217.05,-210.05,-215.4,-221.75,35,30,0,0,3,0,0,0,0,18.1
146,40,WIPE,4879,0.9758,0,-204.733,-205.81,-195.66,-203.78,-214.76,0,26,30,40,4,0,0,0,0,18.3
147,46,WIPE,4960,0.992,0,-205.507,-222.7,-185.2,-208.52,-222.8,25,15,0,40,2,0,0,0,0,18.4
148,41,WIPE,4926,0.9852,0,-206.697,-221.35,-192.3,-210.39,-217.4,39,35,0,0,4,0,0,0,0,18.5
149,31,WIPE,4755,0.951,0,-205.633,-185.34,-200.49,-204.67,-211.74,45,15,0,40,4,0,0,0,0,18.7
150,62,WIPE,4810,0.962,0,-204.073,-182.21,-183.06,-208.4,-220.76,0,0,0,0,2,0,0,0,0,18.8
151,39,WIPE,4885,0.977,0,-213.237,-206.45,-212.85,-213.21,-213.65,50,0,0,0,1,0,0,0,0,19.0
152,40,WIPE,4685,0.937,0,-208.1,-176.95,-222.2,-202.85,-199.25,25,0,70,40,1,0,0,0,0,19.1
153,48,WIPE,4810,0.962,0,-205.237,-200.99,-208.39,-193.83,-213.49,50,40,35,80,1,0,0,0,0,19.3
154,40,WIPE,4895,0.979,0,-210.5,-206.32,-201.87,-212.21,-217.42,25,15,0,0,3,0,0,0,0,19.5
155,27,WIPE,4935,0.987,0,-219.917,-209.42,-222.92,-217.76,-219.07,0,0,0,0,3,0,0,0,0,19.6
156,30,WIPE,4810,0.962,0,-207.6,-200.84,-205.54,-209.67,-207.59,10,15,70,0,1,0,0,0,0,19.7
157,33,WIPE,4910,0.982,0,-218.18,-208.44,-226.09,-211.06,-217.39,25,0,0,40,4,0,0,0,0,19.8
158,45,WIPE,4910,0.982,0,-216.27,-204.82,-226.02,-203.77,-219.02,25,0,0,80,1,0,0,0,0,20.0
159,34,WIPE,4910,0.982,0,-212.007,-207.87,-208.92,-210.83,-216.27,10,0,15,40,1,0,0,0,0,20.1
160,31,WIPE,4751,0.9502,0,-202.437,-189.82,-185.87,-209.52,-211.92,94,0,0,0,2,0,0,0,0,20.2
161,35,WIPE,4775,0.955,0,-200.18,-203.42,-202.07,-196.6,-201.87,25,65,70,40,3,0,0,0,0,20.3
162,27,WIPE,4875,0.975,0,-222.6,-203.43,-236.83,-213.69,-217.28,0,15,15,0,0,0,0,0,0,20.4
163,47,WIPE,4790,0.958,0,-199.107,-202.25,-186.1,-199.62,-211.6,95,15,35,80,6,0,0,0,0,20.6
164,26,WIPE,4785,0.957,0,-211.17,-191.92,-208.22,-209.22,-216.07,45,15,0,0,2,0,0,0,0,20.6
165,26,WIPE,4645,0.929,0,-199.307,-175.44,-200.89,-201.14,-195.89,35,15,85,40,4,0,0,0,0,20.7
166,57,WIPE,4885,0.977,0,-221.98,-203.41,-241.06,-209.82,-215.06,20,15,15,0,6,0,0,0,0,20.9
167,44,WIPE,4715,0.943,0,-202.243,-179.9,-191.85,-198.78,-216.1,90,5,0,80,4,0,0,0,0,21.1
168,29,WIPE,4965,0.993,0,-214.73,-217.56,-208.51,-215.72,-219.96,10,10,15,0,2,0,0,0,0,21.2
169,29,WIPE,4635,0.927,0,-199.28,-174.32,-200.77,-203.45,-193.62,25,20,100,0,5,0,0,0,0,21.4
170,36,WIPE,4810,0.962,0,-211.727,-205.27,-221.57,-210.04,-203.57,25,15,85,0,1,0,0,0,0,21.6
171,43,WIPE,4580,0.916,0,-193.903,-161.9,-178.35,-201.66,-201.7,75,15,50,0,0,0,0,0,0,21.9
172,31,WIPE,4850,0.97,0,-208.513,-201.88,-203.28,-204.98,-217.28,25,15,15,80,4,0,0,0,0,22.0
173,44,WIPE,4810,0.962,0,-204.797,-197.95,-204.0,-197.69,-212.7,25,35,35,80,3,0,0,0,0,22.1
174,38,WIPE,4790,0.958,0,-203.76,-203.57,-215.27,-189.94,-206.07,35,45,65,120,2,0,0,0,0,22.3
175,29,WIPE,4990,0.998,0,-216.33,-219.04,-206.34,-217.61,-225.04,0,10,0,0,1,0,0,0,0,22.4
176,34,WIPE,4860,0.972,0,-200.82,-213.85,-194.75,-193.96,-213.75,55,35,50,120,5,0,0,0,0,22.4
177,30,WIPE,4746,0.9492,0,-210.3,-190.55,-210.2,-205.65,-215.05,94,5,0,40,4,0,0,0,0,22.6
178,38,WIPE,4855,0.971,0,-213.24,-205.6,-220.3,-209.67,-209.75,10,25,45,0,3,0,0,0,0,22.7
179,31,WIPE,4700,0.94,0,-206.557,-182.74,-215.24,-206.24,-198.19,10,20,80,0,4,0,0,0,0,22.8
180,35,WIPE,4625,0.925,0,-195.513,-173.71,-176.51,-204.42,-205.61,90,15,50,0,2,0,0,0,0,22.9
181,22,WIPE,4800,0.96,0,-211.81,-203.42,-212.52,-211.54,-211.37,85,15,35,0,3,0,0,0,0,23.0
182,30,WIPE,4985,0.997,0,-214.77,-217.95,-213.75,-213.71,-216.85,0,0,15,40,5,0,0,0,0,23.0
183,32,WIPE,4655,0.931,0,-199.77,-181.22,-204.42,-195.37,-199.52,25,30,100,80,1,0,0,0,0,23.2
184,32,WIPE,4865,0.973,0,-213.36,-204.57,-217.27,-212.39,-210.42,35,0,35,0,3,0,0,0,0,23.3
185,54,WIPE,4920,0.984,0,-223.823,-203.27,-248.27,-210.53,-212.67,0,0,15,0,3,0,0,0,0,23.4
186,26,WIPE,4784,0.9568,0,-207.957,-198.64,-210.94,-202.34,-210.59,50,36,35,40,1,0,0,0,0,23.5
187,20,WIPE,4950,0.99,0,-217.24,-218.63,-214.78,-217.71,-219.23,35,0,15,0,1,0,0,0,0,23.6
188,25,WIPE,4825,0.965,0,-212.973,-206.63,-216.18,-209.66,-213.08,60,15,35,40,2,0,0,0,0,23.6
189,36,WIPE,4709,0.9418,0,-196.173,-187.89,-175.89,-207.09,-205.54,80,5,50,0,2,0,0,0,0,23.8
190,24,WIPE,4825,0.965,0,-211.187,-206.29,-213.49,-214.33,-205.74,25,0,85,0,1,0,0,0,0,23.9
191,26,WIPE,4680,0.936,0,-201.613,-182.87,-195.72,-201.4,-207.72,80,15,35,40,1,0,0,0,0,24.0
192,33,WIPE,4925,0.985,0,-207.56,-217.73,-189.48,-215.07,-218.13,75,0,0,0,2,0,0,0,0,24.1
193,34,WIPE,4665,0.933,0,-197.62,-185.0,-184.5,-205.16,-203.2,95,15,70,0,2,0,0,0,0,24.2
194,41,WIPE,4820,0.964,0,-210.173,-202.64,-205.64,-209.44,-215.44,85,30,0,0,1,0,0,0,0,24.4
195,36,WIPE,4795,0.959,0,-207.013,-200.37,-195.82,-207.95,-217.27,95,15,0,0,0,0,0,0,0,24.5
196,33,WIPE,4890,0.978,0,-211.807,-217.06,-207.81,-214.5,-213.11,75,0,35,0,2,0,0,0,0,24.6
197,33,WIPE,4850,0.97,0,-217.617,-206.22,-230.72,-212.61,-209.52,35,0,50,0,0,0,0,0,0,24.7
198,64,WIPE,4839,0.9678,0,-195.823,-200.0,-168.7,-204.02,-214.75,35,26,35,0,1,0,0,0,0,24.9
199,25,WIPE,4915,0.983,0,-212.323,-216.88,-200.83,-215.46,-220.68,85,0,0,0,2,0,0,0,0,25.0
200,44,WIPE,4875,0.975,0,-206.933,-217.56,-200.31,-211.08,-209.41,60,15,50,0,0,0,0,0,0,25.3
201,26,WIPE,4850,0.97,0,-208.27,-204.42,-204.62,-209.57,-210.62,35,0,50,40,1,0,0,0,0,25.4
202,26,WIPE,4890,0.978,0,-208.597,-216.32,-198.92,-211.8,-215.07,60,15,35,0,2,0,0,0,0,25.6
203,30,WIPE,4930,0.986,0,-215.077,-216.8,-215.7,-216.18,-213.35,35,0,35,0,3,0,0,0,0,25.7
204,38,WIPE,4975,0.995,0,-220.787,-218.89,-225.89,-216.23,-220.24,25,0,0,0,2,0,0,0,0,25.9
205,31,WIPE,4880,0.976,0,-203.11,-216.56,-197.81,-199.71,-211.81,25,45,50,80,3,0,0,0,0,26.0
206,32,WIPE,4940,0.988,0,-207.393,-221.07,-193.57,-212.14,-216.47,60,0,0,40,4,0,0,0,0,26.1
207,39,WIPE,4930,0.986,0,-212.133,-217.43,-209.78,-211.44,-215.18,35,0,35,40,1,0,0,0,0,26.3
208,34,WIPE,4755,0.951,0,-209.477,-179.49,-210.79,-204.85,-212.79,25,0,0,40,4,0,0,0,0,26.4
209,65,WIPE,4940,0.988,0,-201.047,-213.23,-190.78,-197.98,-214.38,25,20,15,120,2,0,0,0,0,26.6
210,45,WIPE,4774,0.9548,0,-199.26,-204.3,-196.9,-200.13,-200.75,70,21,70,40,3,0,0,0,0,26.8
